Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R2_P13.02,34,19640,1,190.89,205.99,56.454,182.37,3.58E+06,1257.3,2.47E+07,85.947,1.69E+06,188.73,3.71E+06,119.03,2.34E+06,
1,R2_P13.02,2,11979,2,182.2,223.15,7.5939,1045.5,1.25E+07,1389,1.66E+07,316.97,3.80E+06,301.5,3.61E+06,591.94,7.09E+06,
1,R2_P13.02,18,9832,2,198.28,135.92,31.121,692.46,6.81E+06,1507,1.48E+07,200.08,1.97E+06,156.9,1.54E+06,394.38,3.88E+06,
1,R2_P13.02,13,10976,2,204.81,360.28,22.691,999.9,1.10E+07,1494.5,1.64E+07,307.63,3.38E+06,108.09,1.19E+06,536.11,5.88E+06,
1,R2_P13.02,4,12813,2,200.07,291.06,8.9906,884.58,1.13E+07,1521.6,1.95E+07,279.02,3.58E+06,98.645,1.26E+06,543.91,6.97E+06,
1,R2_P13.02,26,4293,2,175.41,343.11,41.123,1003.2,4.31E+06,1753.6,7.53E+06,160.59,6.89E+05,72.973,3.13E+05,202.2,8.68E+05,div
1,R2_P13.02,19,9287,2,150.13,190.83,29.614,659.44,6.12E+06,1426.7,1.32E+07,185.3,1.72E+06,72.529,6.74E+05,396.48,3.68E+06,
1,R2_P13.02,6,14301,2,275.02,264.01,11.021,1486.4,2.13E+07,1762.6,2.52E+07,330.71,4.73E+06,69.98,1.00E+06,620.42,8.87E+06,
1,R2_P13.02,17,7505,2,138.02,281.62,28.42,865.23,6.49E+06,1612.1,1.21E+07,219.07,1.64E+06,55.022,4.13E+05,503.74,3.78E+06,
1,R2_P13.02,11,15361,2,283.48,336.8,20.106,1359.1,2.09E+07,1808.3,2.78E+07,225.27,3.46E+06,48.507,7.45E+05,339,5.21E+06,
1,R2_P13.02,15,3250,2,314.53,182.54,24.954,2384.8,7.75E+06,1649.8,5.36E+06,223.1,7.25E+05,39.412,1.28E+05,257.3,8.36E+05,div
,R2_P13.02,39,14152,2,147.56,225.82,61.1135,248.93,,1286.9,,81.1605,,36.377,,88.6485,,div
1,R2_P13.02,43,27886,2,165.82,287.09,74.253,119.85,3.34E+06,1253,3.49E+07,44.007,1.23E+06,33.098,9.23E+05,82.212,2.29E+06,
