Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R2_N11.11,2,10250,2,252.69,273.61,7.1926,2064.8,2.12E+07,1592.2,1.63E+07,353.39,3.62E+06,54.676,5.60E+05,492.09,5.04E+06,
1,R2_N11.11,3,7526,2,291.29,214.08,9.8247,1830.2,1.38E+07,1576.9,1.19E+07,285.45,2.15E+06,42.059,3.17E+05,406.72,3.06E+06,
1,R2_N11.11,4,11370,2,232.4,219.96,9.5911,1463.5,1.66E+07,1463.7,1.66E+07,198.08,2.25E+06,32.369,3.68E+05,301.7,3.43E+06,
1,R2_N11.11,5,11692,2,196.84,296.33,10.554,1695.7,1.98E+07,1377.7,1.61E+07,203.17,2.38E+06,86.741,1.01E+06,279.75,3.27E+06,
1,R2_N11.11,6,6168,2,235.97,316.55,11.95,1879.3,1.16E+07,1573.3,9.70E+06,213.74,1.32E+06,48.451,2.99E+05,525.29,3.24E+06,
1,R2_N11.11,7,7853,2,328.95,308.28,10.662,1758.1,1.38E+07,1683.9,1.32E+07,173.23,1.36E+06,36.329,2.85E+05,345.33,2.71E+06,
1,R2_N11.11,8,7606,2,241.87,175.8,16.9,1795.4,1.37E+07,1454.7,1.11E+07,287.77,2.19E+06,43.163,3.28E+05,406.57,3.09E+06,
1,R2_N11.11,9,8113,2,364.35,208.5,19.696,1772.2,1.44E+07,1567.2,1.27E+07,322.22,2.61E+06,50.989,4.14E+05,413.85,3.36E+06,
1,R2_N11.11,10,10557,2,209.6,223.9,20.212,1258.2,1.33E+07,1282.5,1.35E+07,297.1,3.14E+06,100.82,1.06E+06,465.14,4.91E+06,
1,R2_N11.11,11,9504,2,139.09,259.47,20.685,1158.5,1.10E+07,1206.3,1.15E+07,249.48,2.37E+06,52.868,5.02E+05,393.71,3.74E+06,
1,R2_N11.11,12,11750,4,205.25,269.03,19.614,1490.7,1.75E+07,1411.6,1.66E+07,342.94,4.03E+06,66.71,7.84E+05,360.47,4.24E+06,div
1,R2_N11.11,13,8852,2,245.71,357.41,20.564,2232.8,1.98E+07,1623.2,1.44E+07,159.86,1.42E+06,30.989,2.74E+05,318.54,2.82E+06,
1,R2_N11.11,14,7144,2,178.21,179.82,21.501,1414.4,1.01E+07,1296.7,9.26E+06,433.61,3.10E+06,62.84,4.49E+05,477.58,3.41E+06,
1,R2_N11.11,15,5284,2,178.33,344.9,21.132,1835.1,9.70E+06,1399.6,7.40E+06,279.17,1.48E+06,52.554,2.78E+05,490.43,2.59E+06,
1,R2_N11.11,16,5389,2,289.19,149.01,22.771,1857.7,1.00E+07,1566.1,8.44E+06,217.8,1.17E+06,37.609,2.03E+05,364.8,1.97E+06,
1,R2_N11.11,17,8546,1,209.48,308.75,22.744,1299.8,1.11E+07,1445.5,1.24E+07,213.33,1.82E+06,452.89,3.87E+06,104.85,8.96E+05,
1,R2_N11.11,18,6619,2,164.94,240.32,24.529,1066.4,7.06E+06,1199.8,7.94E+06,603.17,3.99E+06,62.623,4.15E+05,602.56,3.99E+06,
1,R2_N11.11,19,6897,2,388.74,285.03,24.37,2138,1.47E+07,1590.4,1.10E+07,393.71,2.72E+06,62.606,4.32E+05,539.59,3.72E+06,
1,R2_N11.11,20,5045,2,357.74,167.89,26.165,1643.9,8.29E+06,1545.6,7.80E+06,189.87,9.58E+05,30.164,1.52E+05,300.21,1.51E+06,
1,R2_N11.11,22,6204,2,349.92,362.68,26.696,2368.2,1.47E+07,1506.4,9.35E+06,348.62,2.16E+06,55.691,3.46E+05,490.91,3.05E+06,
1,R2_N11.11,23,10993,1,206.93,172.51,30.645,1015.8,1.12E+07,1415.8,1.56E+07,233.2,2.56E+06,229.07,2.52E+06,343.28,3.77E+06,
1,R2_N11.11,24,8506,2,134.28,189.56,30.037,1262.6,1.07E+07,1113.4,9.47E+06,260.54,2.22E+06,48.598,4.13E+05,416.99,3.55E+06,
1,R2_N11.11,27,3249,4,140.46,301.43,29.382,1205.5,3.92E+06,1224.5,3.98E+06,386.34,1.26E+06,194.17,6.31E+05,622.82,2.02E+06,
1,R2_N11.11,28,5834,2,212.12,374.62,31.638,1357.6,7.92E+06,1530.2,8.93E+06,129.96,7.58E+05,26.701,1.56E+05,279.65,1.63E+06,
1,R2_N11.11,29,7766,2,244.76,132.61,31.527,959.08,7.45E+06,1251.3,9.72E+06,265.48,2.06E+06,47.142,3.66E+05,426.87,3.32E+06,
1,R2_N11.11,31,5996,3,200.73,270.73,30.497,768.36,4.61E+06,1339.4,8.03E+06,362.47,2.17E+06,52.324,3.14E+05,382.42,2.29E+06,
1,R2_N11.11,33,8733,2,140.98,342.8,34.172,1646.9,1.44E+07,1478.6,1.29E+07,169.87,1.48E+06,34.022,2.97E+05,274.34,2.40E+06,
1,R2_N11.11,34,5047,2,330.56,130.68,35.796,1609.7,8.12E+06,1443.7,7.29E+06,207.87,1.05E+06,26.39,1.33E+05,225.92,1.14E+06,
1,R2_N11.11,36,5454,4,164.01,252.96,35.149,755.31,4.12E+06,1364.4,7.44E+06,311.52,1.70E+06,102.37,5.58E+05,378.55,2.06E+06,
1,R2_N11.11,37,10119,3,128.89,269.8,35.915,1172.1,1.19E+07,1159.4,1.17E+07,229.81,2.33E+06,55.549,5.62E+05,238.48,2.41E+06,div
1,R2_N11.11,38,8992,2,205.89,134.74,38.543,804.47,7.23E+06,1429,1.29E+07,258.23,2.32E+06,39.286,3.53E+05,322.16,2.90E+06,
1,R2_N11.11,39,5638,2,389.8,162.18,38.132,1528.8,8.62E+06,1433,8.08E+06,290.03,1.64E+06,48.399,2.73E+05,433.17,2.44E+06,
1,R2_N11.11,41,8835,1,177.17,300.23,37.478,620.9,5.49E+06,1185.6,1.05E+07,66.893,5.91E+05,104.88,9.27E+05,52.718,4.66E+05,div
1,R2_N11.11,43,8159,2,100.73,239.48,43.13,855.85,6.98E+06,1341,1.09E+07,207.28,1.69E+06,61.827,5.04E+05,333.17,2.72E+06,
1,R2_N11.11,44,7230,4,181.93,352.97,41.701,607.01,4.39E+06,1366.1,9.88E+06,179.84,1.30E+06,113.17,8.18E+05,333.31,2.41E+06,
1,R2_N11.11,45,4882,1,182.51,217.23,39.361,498.66,2.43E+06,1332.6,6.51E+06,103.25,5.04E+05,76.191,3.72E+05,56.672,2.77E+05,div
1,R2_N11.11,46,6325,2,429.64,265.29,43.726,1649.4,1.04E+07,1511.5,9.56E+06,142.32,9.00E+05,28.537,1.81E+05,260.61,1.65E+06,
1,R2_N11.11,47,4468,2,371.56,386.3,43.795,2080.8,9.30E+06,1611.3,7.20E+06,92.968,4.15E+05,34.19,1.53E+05,179.2,8.01E+05,
1,R2_N11.11,48,6410,2,219.51,396.2,43.16,938.35,6.01E+06,1383.5,8.87E+06,116.56,7.47E+05,24.212,1.55E+05,211.8,1.36E+06,
1,R2_N11.11,49,6678,2,282.42,108.77,44.856,891.35,5.95E+06,1426.5,9.53E+06,223.6,1.49E+06,45.184,3.02E+05,341.58,2.28E+06,
1,R2_N11.11,50,7750,3,194.9,254.59,42.361,333.54,2.58E+06,1220,9.46E+06,97.106,7.53E+05,38.415,2.98E+05,228.35,1.77E+06,
1,R2_N11.11,51,9013,2,415.3,321.63,46.1,1618.4,1.46E+07,1574.4,1.42E+07,162.25,1.46E+06,32.417,2.92E+05,204.4,1.84E+06,
1,R2_N11.11,52,7932,2,157.52,143.06,47.404,799.73,6.34E+06,1413.6,1.12E+07,193.47,1.53E+06,38.265,3.04E+05,254.42,2.02E+06,
1,R2_N11.11,53,7574,3,153.46,218.93,46.056,374.86,2.84E+06,1286.1,9.74E+06,102.88,7.79E+05,43.838,3.32E+05,216.93,1.64E+06,
