Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R2_E12.05,1,18536,2,245.65,183.25,6.3886,1484.5,2.75E+07,1774.9,3.29E+07,388.47,7.20E+06,145.11,2.69E+06,1109.8,2.06E+07,
1,R2_E12.05,2,24898,2,340.03,258.05,5.8832,979.92,2.44E+07,1745.1,4.35E+07,263.13,6.55E+06,158.41,3.94E+06,959.34,2.39E+07,
1,R2_E12.05,3,26498,2,193.3,198.9,8.6963,1781.3,4.72E+07,1702.1,4.51E+07,554.6,1.47E+07,432.83,1.15E+07,1746,4.63E+07,
1,R2_E12.05,4,21521,2,246.06,273.61,6.9338,1535.5,3.30E+07,1794.1,3.86E+07,310.73,6.69E+06,157.15,3.38E+06,1379.3,2.97E+07,
1,R2_E12.05,5,14774,2,186.78,292.48,8.8557,1733.7,2.56E+07,1394.9,2.06E+07,563.97,8.33E+06,539.04,7.96E+06,1684.9,2.49E+07,
1,R2_E12.05,6,16247,1,188.3,258.7,13.534,1395.8,2.27E+07,1408.5,2.29E+07,844.59,1.37E+07,3301.6,5.36E+07,709.26,1.15E+07,
1,R2_E12.05,7,23064,2,210.1,336.62,10.729,1381.8,3.19E+07,1371.8,3.16E+07,337.49,7.78E+06,195.26,4.50E+06,1399.2,3.23E+07,
1,R2_E12.05,8,16688,2,349.75,336.62,17.045,1246,2.08E+07,1725.5,2.88E+07,286.97,4.79E+06,207.87,3.47E+06,1023.4,1.71E+07,
1,R2_E12.05,9,14011,2,202.74,141.11,20.206,1464.7,2.05E+07,1775,2.49E+07,639.91,8.97E+06,580.89,8.14E+06,1707.3,2.39E+07,
1,R2_E12.05,10,15362,4,195.65,198.39,18.983,1561.8,2.40E+07,1550.8,2.38E+07,826.53,1.27E+07,1487,2.28E+07,2409.4,3.70E+07,
1,R2_E12.05,11,16008,4,163.73,239.15,20.263,1335,2.14E+07,1420.1,2.27E+07,586.47,9.39E+06,1893.7,3.03E+07,1560,2.50E+07,
1,R2_E12.05,12,12419,3,158.3,292.79,20.329,1081.2,1.34E+07,1517.7,1.88E+07,963.57,1.20E+07,470.23,5.84E+06,2356.8,2.93E+07,
1,R2_E12.05,13,18147,2,416.89,300.54,26.062,1046.3,1.90E+07,1434,2.60E+07,309.42,5.62E+06,135.27,2.45E+06,908.21,1.65E+07,
1,R2_E12.05,14,14653,4,179.06,336.19,24.364,1121.5,1.64E+07,1429.8,2.10E+07,632.97,9.28E+06,1019.4,1.49E+07,1141.9,1.67E+07,
1,R2_E12.05,15,17878,2,389.97,190.7,26.97,1030.8,1.84E+07,1596,2.85E+07,299.05,5.35E+06,105.57,1.89E+06,756.4,1.35E+07,
1,R2_E12.05,16,15830,4,131.41,209.63,26.699,1093.5,1.73E+07,1398.1,2.21E+07,805.04,1.27E+07,1257.1,1.99E+07,2455.4,3.89E+07,
1,R2_E12.05,17,20155,2,313.77,129.98,30.596,1173,2.36E+07,1766.9,3.56E+07,290.44,5.85E+06,567.39,1.14E+07,869.84,1.75E+07,
1,R2_E12.05,18,12556,4,120.41,268.43,27.993,966.49,1.21E+07,1693,2.13E+07,453.13,5.69E+06,685.39,8.61E+06,1036.3,1.30E+07,
1,R2_E12.05,19,15706,2,178.48,382.31,30.127,1125.8,1.77E+07,1894.1,2.97E+07,337.65,5.30E+06,389.33,6.11E+06,880.87,1.38E+07,
1,R2_E12.05,20,14107,2,233.31,415.14,30.536,1320.9,1.86E+07,1744.3,2.46E+07,318.38,4.49E+06,140.47,1.98E+06,1008.8,1.42E+07,
1,R2_E12.05,21,13434,4,194.46,197.75,27.997,1056.4,1.42E+07,1484.7,1.99E+07,1013.8,1.36E+07,1232.7,1.66E+07,853.71,1.15E+07,
1,R2_E12.05,22,16025,4,171.84,260.06,30.241,832.88,1.33E+07,1332.2,2.13E+07,473,7.58E+06,796.15,1.28E+07,1126.2,1.80E+07,
1,R2_E12.05,23,19701,2,203.39,125.63,33.902,1161.4,2.29E+07,1766.2,3.48E+07,224.3,4.42E+06,767.18,1.51E+07,697.33,1.37E+07,
1,R2_E12.05,24,5055,1,223.82,290.07,32.488,745.9,3.77E+06,1933.2,9.77E+06,175.16,8.85E+05,337.85,1.71E+06,1203.2,6.08E+06,div
1,R2_E12.05,25,12365,4,169.28,312.15,33.148,578.72,7.16E+06,1566.2,1.94E+07,368.48,4.56E+06,1076.5,1.33E+07,927.37,1.15E+07,
1,R2_E12.05,26,11260,2,133.16,356.17,37.587,1143.8,1.29E+07,1716.9,1.93E+07,320.92,3.61E+06,179.52,2.02E+06,827.41,9.32E+06,
1,R2_E12.05,27,12040,4,195.09,230.48,37.643,605.77,7.29E+06,1307.4,1.57E+07,344.14,4.14E+06,731.61,8.81E+06,1037.3,1.25E+07,
1,R2_E12.05,28,13808,3,184.3,163.68,39.088,543.77,7.51E+06,1452.1,2.01E+07,335.97,4.64E+06,265.43,3.67E+06,1236,1.71E+07,
