Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R1_I12.02,1,8585,2,322.04,258.35,5.4184,1670.2,1.43E+07,1730.1,1.49E+07,281.17,2.41E+06,72.455,6.22E+05,272.17,2.34E+06,
1,R1_I12.02,2,9380,2,275.63,312.35,5.302,1613.8,1.51E+07,1788.2,1.68E+07,299.67,2.81E+06,68.378,6.41E+05,299.46,2.81E+06,
1,R1_I12.02,3,6634,2,237.79,234.84,7.0365,1906.9,1.27E+07,1564.1,1.04E+07,280.01,1.86E+06,66.338,4.40E+05,256.28,1.70E+06,
1,R1_I12.02,4,6390,2,186.79,244.63,5.9671,2246.8,1.44E+07,1282.7,8.20E+06,354.18,2.26E+06,89.084,5.69E+05,370.34,2.37E+06,
1,R1_I12.02,5,6684,2,233.75,296.92,8.0591,2170.6,1.45E+07,1535.1,1.03E+07,334.15,2.23E+06,81.333,5.44E+05,412.69,2.76E+06,
1,R1_I12.02,6,12733,1,156.36,253.68,11.054,1609.6,2.05E+07,1215.6,1.55E+07,330.01,4.20E+06,439.66,5.60E+06,158.73,2.02E+06,
1,R1_I12.02,7,5888,1,215.22,256.72,12.117,1920,1.13E+07,1363.7,8.03E+06,310.9,1.83E+06,525.61,3.09E+06,155.86,9.18E+05,
1,R1_I12.02,8,6877,2,225.79,195.54,11.42,1866.6,1.28E+07,1439.2,9.90E+06,330.33,2.27E+06,88.513,6.09E+05,300.69,2.07E+06,
1,R1_I12.02,9,10720,1,209.23,293.26,13.921,1825.2,1.96E+07,1392.4,1.49E+07,396.89,4.25E+06,843.63,9.04E+06,138.11,1.48E+06,
1,R1_I12.02,10,7125,2,372.44,258.58,11.238,1775,1.26E+07,1614.7,1.15E+07,284.77,2.03E+06,71.629,5.10E+05,309.3,2.20E+06,
1,R1_I12.02,11,8049,1,177.55,310.92,14.173,1711.4,1.38E+07,1456.8,1.17E+07,339.35,2.73E+06,427.17,3.44E+06,147.41,1.19E+06,
1,R1_I12.02,12,13418,1,173.89,214.18,17.076,1551.1,2.08E+07,1343.3,1.80E+07,290.23,3.89E+06,538.84,7.23E+06,132.39,1.78E+06,
1,R1_I12.02,13,5759,1,205.83,194.1,19.265,1818.5,1.05E+07,1318.3,7.59E+06,258.68,1.49E+06,506.68,2.92E+06,138.57,7.98E+05,
1,R1_I12.02,14,6062,2,356.12,189.48,17.893,1655.1,1.00E+07,1581.1,9.58E+06,210.32,1.28E+06,49.97,3.03E+05,145.43,8.82E+05,
1,R1_I12.02,15,10216,1,136.27,296.25,19.108,1974.7,2.02E+07,1483.4,1.52E+07,303.28,3.10E+06,543.7,5.55E+06,152.7,1.56E+06,
