Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R2_F10.04,1,12316,2,181.6,205.91,8.8293,1424.3,1.75E+07,1403.3,1.73E+07,328.85,4.05E+06,89.474,1.10E+06,176.51,2.17E+06,
1,R2_F10.04,2,14846,2,298.54,243.48,5.4926,944.17,1.40E+07,1828.3,2.71E+07,733.97,1.09E+07,104.21,1.55E+06,466.14,6.92E+06,
1,R2_F10.04,3,9687,2,237.99,280.14,6.6237,1217.5,1.18E+07,1663,1.61E+07,796.52,7.72E+06,162.36,1.57E+06,368.53,3.57E+06,
1,R2_F10.04,4,8109,2,313.37,303.66,8.1131,1474.1,1.20E+07,1842.9,1.49E+07,928.13,7.53E+06,208.15,1.69E+06,434.51,3.52E+06,
1,R2_F10.04,5,12186,2,213.87,324.44,9.1799,843.29,1.03E+07,1563,1.90E+07,564.53,6.88E+06,59.214,7.22E+05,304.96,3.72E+06,
1,R2_F10.04,6,8608,2,267.6,123.88,15.97,1562.5,1.35E+07,1867.7,1.61E+07,413.68,3.56E+06,99.202,8.54E+05,505.29,4.35E+06,
1,R2_F10.04,7,8065,2,371.18,191.34,20.283,1528.5,1.23E+07,1819.8,1.47E+07,745.65,6.01E+06,129.63,1.05E+06,412.01,3.32E+06,
1,R2_F10.04,8,18894,2,315.65,378.09,21.214,929.06,1.76E+07,1730.5,3.27E+07,417.94,7.90E+06,50.082,9.46E+05,304.12,5.75E+06,
1,R2_F10.04,9,11572,2,126.96,323.26,22.853,864,1.00E+07,1321.2,1.53E+07,651.08,7.53E+06,83.111,9.62E+05,376.49,4.36E+06,
1,R2_F10.04,10,8473,2,217.46,133.01,23.427,1450.8,1.23E+07,1867.1,1.58E+07,529.35,4.49E+06,86.855,7.36E+05,461.82,3.91E+06,
1,R2_F10.04,11,9008,2,313.89,133.96,23.175,1549.5,1.40E+07,1782,1.61E+07,740.84,6.67E+06,155,1.40E+06,467.18,4.21E+06,
1,R2_F10.04,12,16996,2,387.36,275.79,23.399,1220.4,2.07E+07,1807.1,3.07E+07,486.05,8.26E+06,73.803,1.25E+06,390.47,6.64E+06,
1,R2_F10.04,13,8124,2,130.04,221.78,23.616,1235.1,1.00E+07,1499.4,1.22E+07,647.26,5.26E+06,62.872,5.11E+05,314.93,2.56E+06,
1,R2_F10.04,14,7031,2,171.72,371.38,24.084,1086.3,7.64E+06,1407.6,9.90E+06,764.97,5.38E+06,82.94,5.83E+05,463.98,3.26E+06,
1,R2_F10.04,15,9823,2,224.65,393.91,24.327,793.71,7.80E+06,1540.9,1.51E+07,351.8,3.46E+06,61.863,6.08E+05,209.8,2.06E+06,
1,R2_F10.04,16,12988,2,264.99,430.81,31.373,1084.9,1.41E+07,1620,2.10E+07,674.85,8.76E+06,76.054,9.88E+05,334.72,4.35E+06,
1,R2_F10.04,17,11535,2,412.04,228.56,30.824,1462.4,1.69E+07,1667.5,1.92E+07,491.88,5.67E+06,71.421,8.24E+05,307.29,3.54E+06,
1,R2_F10.04,18,7419,2,349.44,130.43,31.896,1310.2,9.72E+06,1865.8,1.38E+07,572.43,4.25E+06,76.549,5.68E+05,385.37,2.86E+06,
1,R2_F10.04,19,7557,2,397.63,366.26,33.951,1005,7.59E+06,1469.2,1.11E+07,311.77,2.36E+06,60.151,4.55E+05,296.49,2.24E+06,
1,R2_F10.04,20,9070,2,245.94,95.986,33.531,1120.7,1.02E+07,1861,1.69E+07,478.63,4.34E+06,60.178,5.46E+05,285.12,2.59E+06,
1,R2_F10.04,21,7992,2,103.4,288.95,33.836,1011.3,8.08E+06,1323.9,1.06E+07,438.88,3.51E+06,76.933,6.15E+05,423.05,3.38E+06,
1,R2_F10.04,22,7979,2,327.95,426.49,33.583,884.12,7.05E+06,1618.8,1.29E+07,343.12,2.74E+06,62.107,4.96E+05,378.22,3.02E+06,
1,R2_F10.04,23,5582,2,384.74,146.59,36.478,1897.1,1.06E+07,1739.6,9.71E+06,769.47,4.30E+06,61.707,3.44E+05,243.45,1.36E+06,
1,R2_F10.04,24,10157,2,150.54,159.73,37.226,997.88,1.01E+07,1757.8,1.79E+07,535.07,5.43E+06,73.747,7.49E+05,243.65,2.47E+06,
1,R2_F10.04,25,10218,2,111.94,211.07,37.904,902.24,9.22E+06,1590.2,1.62E+07,562.91,5.75E+06,94.278,9.63E+05,291.58,2.98E+06,
1,R2_F10.04,26,7183,2,417.45,178.8,38.541,1414.7,1.02E+07,1716.5,1.23E+07,588.37,4.23E+06,141.07,1.01E+06,353.08,2.54E+06,
1,R2_F10.04,27,10124,4,127.73,369.05,38.734,632.32,6.40E+06,1423.4,1.44E+07,371.79,3.76E+06,310.53,3.14E+06,456.17,4.62E+06,
1,R2_F10.04,28,10474,3,136.26,245.98,41.198,1242.7,1.30E+07,1484.2,1.55E+07,1187,1.24E+07,83.091,8.70E+05,464.93,4.87E+06,div
1,R2_F10.04,29,17439,4,129.67,313.36,42.95,697.02,1.22E+07,1382.2,2.41E+07,508.22,8.86E+06,275.8,4.81E+06,630.51,1.10E+07,
1,R2_F10.04,30,12819,2,210.17,416.56,43.479,459.46,5.89E+06,1627.4,2.09E+07,209.28,2.68E+06,56.408,7.23E+05,205.25,2.63E+06,
1,R2_F10.04,31,10833,2,334.87,109.5,45.953,787.71,8.53E+06,1839.6,1.99E+07,269.06,2.91E+06,56.781,6.15E+05,239.89,2.60E+06,
1,R2_F10.04,32,9937,2,176.61,134.35,47.752,623.82,6.20E+06,1581.5,1.57E+07,250.73,2.49E+06,44.764,4.45E+05,255.86,2.54E+06,
1,R2_F10.04,33,9798,1,142.45,195.4,47.641,679.85,6.66E+06,1177.5,1.15E+07,951.49,9.32E+06,693.94,6.80E+06,141.56,1.39E+06,
1,R2_F10.04,34,9847,2,284.72,443.89,49.408,520,5.12E+06,1451.9,1.43E+07,204.72,2.02E+06,48.226,4.75E+05,235.84,2.32E+06,
1,R2_F10.04,35,7498,2,98.463,333.64,50.658,567.57,4.26E+06,1373.6,1.03E+07,269.03,2.02E+06,56.202,4.21E+05,250.2,1.88E+06,
1,R2_F10.04,36,11354,3,162.16,264.56,52.199,951.71,1.08E+07,1195,1.36E+07,1331.8,1.51E+07,103.51,1.18E+06,385.55,4.38E+06,div
1,R2_F10.04,37,18863,2,424.45,279.99,53.791,499.93,9.43E+06,1379.5,2.60E+07,201.63,3.80E+06,36.666,6.92E+05,154.17,2.91E+06,
1,R2_F10.04,38,6966,2,420.58,348.15,51.899,735.31,5.12E+06,1599.6,1.11E+07,242.3,1.69E+06,67.439,4.70E+05,191.88,1.34E+06,
1,R2_F10.04,39,16664,3,142.21,355.01,53.076,617.57,1.03E+07,1359.9,2.27E+07,1097.4,1.83E+07,81.908,1.36E+06,513.65,8.56E+06,
1,R2_F10.04,40,9085,2,109.47,190.02,53.253,579.96,5.27E+06,1652.5,1.50E+07,324.4,2.95E+06,52.348,4.76E+05,218.46,1.98E+06,
1,R2_F10.04,41,8358,2,423.64,212.6,53.494,689.65,5.76E+06,1551.6,1.30E+07,187.1,1.56E+06,32.473,2.71E+05,119.42,9.98E+05,
1,R2_F10.04,42,8600,1,117.25,224.86,51.459,641.47,5.52E+06,1383.2,1.19E+07,771.89,6.64E+06,848.21,7.29E+06,136.79,1.18E+06,
1,R2_F10.04,43,9462,1,109.01,280.1,51.371,392.86,3.72E+06,1337,1.27E+07,442.68,4.19E+06,483.1,4.57E+06,112.71,1.07E+06,
1,R2_F10.04,44,9087,2,378.76,397.15,53.24,510.77,4.64E+06,1655.5,1.50E+07,188.64,1.71E+06,55.891,5.08E+05,239.08,2.17E+06,
1,R2_F10.04,45,9425,2,154.78,412.5,58.054,503.04,4.74E+06,1473.8,1.39E+07,259.62,2.45E+06,46.479,4.38E+05,225.32,2.12E+06,
1,R2_F10.04,46,7488,3,170.13,196.77,57.768,643.2,4.82E+06,1502.2,1.12E+07,1047.9,7.85E+06,107.15,8.02E+05,688.22,5.15E+06,
1,R2_F10.04,47,15175,2,387.98,158.12,57.051,363.69,5.52E+06,1587.3,2.41E+07,201.95,3.06E+06,38.541,5.85E+05,124.52,1.89E+06,
1,R2_F10.04,48,11099,2,82.985,297.9,61.571,339.35,3.77E+06,1597.4,1.77E+07,223.87,2.48E+06,44.723,4.96E+05,140.79,1.56E+06,
1,R2_F10.04,49,3918,3,122,304,66,327.004,,,,349.89,,120.241,,276.291,,
1,R2_F10.04,50,8116,3,179.54,237.45,61.201,570.56,4.63E+06,1697.4,1.38E+07,492.42,4.00E+06,88.081,7.15E+05,600.93,4.88E+06,
1,R2_F10.04,51,3219,1,141,238,58,427.056,,,,777.348,,692.964,,122.7,,
1,R2_F10.04,52,8764,2,353.12,418.92,63.777,468.64,4.11E+06,1207.8,1.06E+07,179.83,1.58E+06,49.124,4.31E+05,173.1,1.52E+06,
1,R2_F10.04,53,9042,2,257.54,103.89,65.953,565.99,5.12E+06,1556.6,1.41E+07,235.94,2.13E+06,38.965,3.52E+05,227,2.05E+06,
1,R2_F10.04,54,13706,1,195.72,291.68,64.763,419.95,5.76E+06,1500.4,2.06E+07,671.16,9.20E+06,63.434,8.69E+05,359.79,4.93E+06,
