Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,F4_G09.02,1,17025,2,319.39,266.79,6.8387,1202.5,2.05E+07,1616.8,2.75E+07,201.26,3.43E+06,148.1,2.52E+06,375.16,6.39E+06,
1,F4_G09.02,2,21488,2,343.3,340.39,6.9206,379.12,8.15E+06,1495.5,3.21E+07,109.55,2.35E+06,44.595,9.58E+05,79.567,1.71E+06,
1,F4_G09.02,5,32006,2,238.37,371.8,12.021,1124.8,3.60E+07,1680.4,5.38E+07,165.67,5.30E+06,35.379,1.13E+06,365.29,1.17E+07,
1,F4_G09.02,6,17942,2,231.35,179.29,12.017,1694.6,3.04E+07,1750.8,3.14E+07,189.95,3.41E+06,29.449,5.28E+05,198.67,3.56E+06,div
1,F4_G09.02,7,2445,2,382.36,146.9,13.063,145.58,3.56E+05,1523.4,3.72E+06,55.836,1.37E+05,25.358,62000,70.285,1.72E+05,
1,F4_G09.02,8,22057,3,214.78,317.35,15.145,1312.8,2.90E+07,1632.5,3.60E+07,169.19,3.73E+06,48.985,1.08E+06,209.13,4.61E+06,
1,F4_G09.02,10,63191,2,346.95,176.59,22.397,365.69,2.31E+07,1713.9,1.08E+08,156.99,9.92E+06,36.36,2.30E+06,215.94,1.36E+07,
1,F4_G09.02,14,23546,2,332.33,372.2,21.812,526.48,1.24E+07,1713.4,4.03E+07,123.31,2.90E+06,77.558,1.83E+06,182.11,4.29E+06,
1,F4_G09.02,15,24886,2,386.75,267.66,25.086,636.91,1.59E+07,1706.2,4.25E+07,150.77,3.75E+06,42.989,1.07E+06,197.83,4.92E+06,
1,F4_G09.02,16,33329,4,242.14,261.02,24.851,805.7,2.69E+07,1806.2,6.02E+07,125.43,4.18E+06,290.13,9.67E+06,199.37,6.64E+06,
1,F4_G09.02,17,13951,2,141.85,268.97,22.481,2012.4,2.81E+07,1739.1,2.43E+07,199.96,2.79E+06,70.09,9.78E+05,295.35,4.12E+06,
1,F4_G09.02,19,13812,2,171.85,352.06,26.575,1541.7,2.13E+07,1882.2,2.60E+07,161.6,2.23E+06,97.215,1.34E+06,174.57,2.41E+06,
1,F4_G09.02,21,15919,1,193.18,223.48,29.802,803.24,1.28E+07,1565.2,2.49E+07,90.726,1.44E+06,247.19,3.94E+06,67.828,1.08E+06,
1,F4_G09.02,22,29968,2,137.19,184.93,33.806,1019.4,3.05E+07,1943.7,5.82E+07,135.77,4.07E+06,250.13,7.50E+06,197.18,5.91E+06,
1,F4_G09.02,24,31408,4,252.07,343.67,36.591,335.83,1.05E+07,1595.8,5.01E+07,72.592,2.28E+06,77.969,2.45E+06,119.2,3.74E+06,
1,F4_G09.02,26,14154,2,278.51,395.26,35.288,560.85,7.94E+06,1660.1,2.35E+07,81.995,1.16E+06,22.904,3.24E+05,98.508,1.39E+06,
1,F4_G09.02,27,28991,2,234.01,129.39,38.234,631.84,1.83E+07,1739.6,5.04E+07,101.16,2.93E+06,50.561,1.47E+06,195.36,5.66E+06,
1,F4_G09.02,28,14250,1,168.65,236.06,39.439,659.45,9.40E+06,1795.7,2.56E+07,77.329,1.10E+06,154.15,2.20E+06,100.89,1.44E+06,
1,F4_G09.02,29,38669,2,363.15,353.44,38.427,207.74,8.03E+06,1300.4,5.03E+07,66.724,2.58E+06,27.523,1.06E+06,95.284,3.68E+06,
,F4_G09.02,30,21103,1,226.895,171.45,46.321,442.77,,1645.35,,63.9645,,130,,96.101,,
1,F4_G09.02,31,28255,1,232.41,249.29,43.605,395.41,1.12E+07,1743.9,4.93E+07,55.362,1.56E+06,196.89,5.56E+06,62.457,1.76E+06,
1,F4_G09.02,32,33291,4,208.1,319.63,43.789,280.5,9.34E+06,1697.9,5.65E+07,60.809,2.02E+06,62.061,2.07E+06,93.169,3.10E+06,
1,F4_G09.02,33,40332,2,382.32,290.36,42.918,249.83,1.01E+07,1545.3,6.23E+07,67.425,2.72E+06,51.394,2.07E+06,131.66,5.31E+06,
1,F4_G09.02,34,15436,2,231.08,390.99,44.901,534.38,8.25E+06,1530.5,2.36E+07,86.629,1.34E+06,49.591,7.65E+05,109.09,1.68E+06,
1,F4_G09.02,35,10414,1,201.63,203.75,46.317,380.2,3.96E+06,1351.6,1.41E+07,59.061,6.15E+05,151.58,1.58E+06,81.115,8.45E+05,
1,F4_G09.02,36,18223,2,331.33,387.22,47.201,276.69,5.04E+06,1717.2,3.13E+07,49.904,9.09E+05,22.224,4.05E+05,69.565,1.27E+06,
1,F4_G09.02,37,16362,1,133.31,245.8,48.427,445.82,7.29E+06,1750.8,2.86E+07,62.974,1.03E+06,84.179,1.38E+06,91.55,1.50E+06,
1,F4_G09.02,38,13982,2,130.51,309.52,47.617,804.45,1.12E+07,1754.6,2.45E+07,69.769,9.76E+05,30.354,4.24E+05,93.592,1.31E+06,div
1,F4_G09.02,40,24527,2,130.92,187.85,52.577,377.36,9.26E+06,1708.1,4.19E+07,63.772,1.56E+06,42.897,1.05E+06,115.69,2.84E+06,
1,F4_G09.02,41,13644,1,176.21,233.01,55.355,288.61,3.94E+06,1684.4,2.30E+07,54.646,7.46E+05,114.55,1.56E+06,65.066,8.88E+05,
1,F4_G09.02,42,35793,2,330.18,143.78,57.455,160.07,5.73E+06,1544.1,5.53E+07,42.241,1.51E+06,36.436,1.30E+06,150.39,5.38E+06,
1,F4_G09.02,43,23827,2,194.23,348,56.582,196.32,4.68E+06,1704.7,4.06E+07,43.124,1.03E+06,25.064,5.97E+05,59.213,1.41E+06,
1,F4_G09.02,44,16267,1,229.92,226.58,58.906,170.84,2.78E+06,1528.8,2.49E+07,37.683,6.13E+05,65.862,1.07E+06,44.076,7.17E+05,
1,F4_G09.02,45,17000,1,261.73,268.5,56.543,131.59,2.24E+06,1568.9,2.67E+07,34.012,5.78E+05,70.302,1.20E+06,41.192,7.00E+05,
1,F4_G09.02,46,21103,2,270.28,352.76,58.695,118.89,2.51E+06,1630.3,3.44E+07,33.103,6.99E+05,18.714,3.95E+05,43.058,9.09E+05,
1,F4_G09.02,47,10754,1,146.25,251,61.171,299.26,3.22E+06,1748.1,1.88E+07,48.684,5.24E+05,117,1.26E+06,50.492,5.43E+05,
1,F4_G09.02,48,17700,2,331.18,302.08,64.275,108.43,1.92E+06,1590.6,2.82E+07,25.221,4.46E+05,16.841,2.98E+05,37.447,6.63E+05,
1,F4_G09.02,49,25862,2,230.36,171.92,63.584,136.97,3.54E+06,1514.3,3.92E+07,32.519,8.41E+05,28.303,7.32E+05,50.428,1.30E+06,
1,F4_G09.02,51,12670,2,278.53,281.92,68.244,98.635,1.25E+06,1295.3,1.64E+07,24.185,3.06E+05,24.964,3.16E+05,36.194,4.59E+05,
1,F4_G09.02,52,8846,2,221.98,254.67,71.25,119.67,1.06E+06,1612.4,1.43E+07,27.825,2.46E+05,24.192,2.14E+05,38.603,3.41E+05,
1,F4_G09.02,53,8265,2,160.87,246.55,72.507,179.87,1.49E+06,1650.9,1.36E+07,32.474,2.68E+05,40.109,3.32E+05,40.736,3.37E+05,
