Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,F4_I14.03,1,21393,2,237.59,217.07,7.7853,1076.1,2.30E+07,2098,4.49E+07,174.31,3.73E+06,152.69,3.27E+06,588.2,1.26E+07,
1,F4_I14.03,2,15300,2,293.78,285.59,10.666,1144.8,1.75E+07,2153.8,3.30E+07,397.06,6.08E+06,52.735,8.07E+05,587.3,8.99E+06,
1,F4_I14.03,3,15779,2,222.28,318.44,9.519,1010.9,1.60E+07,1903.7,3.00E+07,168.63,2.66E+06,115.45,1.82E+06,589.7,9.30E+06,
1,F4_I14.03,4,12557,4,187.14,227.54,15.042,1072.4,1.35E+07,1979.2,2.49E+07,350.66,4.40E+06,940.31,1.18E+07,695.51,8.73E+06,
1,F4_I14.03,5,12162,2,271.18,165.47,17.086,1271.2,1.55E+07,2258.8,2.75E+07,191.44,2.33E+06,37.789,4.60E+05,414.5,5.04E+06,
1,F4_I14.03,6,7676,1,179.27,267.5,17.243,1137.4,8.73E+06,1704.5,1.31E+07,474.1,3.64E+06,1038,7.97E+06,161.69,1.24E+06,
1,F4_I14.03,7,10582,4,234.12,264.92,17.217,977.42,1.03E+07,2041.1,2.16E+07,515.69,5.46E+06,466.83,4.94E+06,1059.3,1.12E+07,
1,F4_I14.03,8,10176,2,136.69,263.42,19.166,1667.6,1.70E+07,1914.9,1.95E+07,441.33,4.49E+06,50.049,5.09E+05,384.23,3.91E+06,
1,F4_I14.03,9,6895,1,224.58,221.78,18.341,1202.8,8.29E+06,2059.3,1.42E+07,749.88,5.17E+06,1040.4,7.17E+06,208.12,1.44E+06,
1,F4_I14.03,10,4747,2,224.11,358.24,20.429,1385.2,6.58E+06,1951.4,9.26E+06,181.17,8.60E+05,47.852,2.27E+05,560.53,2.66E+06,
1,F4_I14.03,11,10274,3,182.64,304.26,23.981,1125.1,1.16E+07,1826.2,1.88E+07,597.41,6.14E+06,96.912,9.96E+05,1374.1,1.41E+07,
1,F4_I14.03,12,5817,2,169.09,179.62,23.063,1557.7,9.06E+06,1977.7,1.15E+07,148.12,8.62E+05,56.857,3.31E+05,595.41,3.46E+06,
1,F4_I14.03,13,10574,2,370.81,299.96,24.033,933.89,9.88E+06,2030.1,2.15E+07,138.23,1.46E+06,33.659,3.56E+05,321.06,3.39E+06,
1,F4_I14.03,14,7807,1,210.49,318.37,22.422,1061.5,8.29E+06,1769.3,1.38E+07,187.76,1.47E+06,1228.9,9.59E+06,135.27,1.06E+06,
1,F4_I14.03,15,11399,2,355.55,352.31,27.448,1009.6,1.15E+07,1940,2.21E+07,322.01,3.67E+06,46.748,5.33E+05,382.88,4.36E+06,
1,F4_I14.03,16,9997,3,209.16,196.49,28.327,810.14,8.10E+06,1881.2,1.88E+07,196.86,1.97E+06,178.64,1.79E+06,1284.5,1.28E+07,
1,F4_I14.03,17,8321,1,194.31,236.47,26.582,942.39,7.84E+06,1884.5,1.57E+07,330.08,2.75E+06,868.63,7.23E+06,242.96,2.02E+06,
