Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R1_A13.11,1,18243,2,304.36,225.76,6.5129,842.08,1.54E+07,1718.9,3.14E+07,279.46,5.10E+06,86.154,1.57E+06,526.48,9.60E+06,
1,R1_A13.11,2,13196,2,248.67,302.29,7.2253,917.34,1.21E+07,1617.5,2.13E+07,325.39,4.29E+06,115.17,1.52E+06,662.73,8.75E+06,
1,R1_A13.11,3,13821,2,249.22,214.55,8.4031,938.72,1.30E+07,1649.8,2.28E+07,370.12,5.12E+06,144,1.99E+06,621.05,8.58E+06,
1,R1_A13.11,4,15259,2,175.67,270.72,7.1356,778.92,1.19E+07,1244.8,1.90E+07,335.08,5.11E+06,129.13,1.97E+06,676.99,1.03E+07,
1,R1_A13.11,5,13471,1,226.39,266.06,11.134,853.22,1.15E+07,1515.7,2.04E+07,298.43,4.02E+06,1149.1,1.55E+07,447.36,6.03E+06,
1,R1_A13.11,6,15227,1,190.68,231.36,11.17,695.51,1.06E+07,1251.6,1.91E+07,310.2,4.72E+06,873.18,1.33E+07,860.49,1.31E+07,
1,R1_A13.11,7,13922,2,283.52,331.09,12.683,982.81,1.37E+07,1726.5,2.40E+07,554.46,7.72E+06,172.18,2.40E+06,672.17,9.36E+06,
1,R1_A13.11,8,11081,1,201.6,290.3,18.632,516.96,5.73E+06,1279.7,1.42E+07,231.37,2.56E+06,407.52,4.52E+06,1020.5,1.13E+07,
1,R1_A13.11,9,17205,2,183.07,158.51,21.445,712.03,1.23E+07,1445,2.49E+07,348.64,6.00E+06,375.28,6.46E+06,528.99,9.10E+06,
1,R1_A13.11,10,10888,2,234.53,152.37,20.332,890.71,9.70E+06,1508.1,1.64E+07,299.47,3.26E+06,126.13,1.37E+06,567.82,6.18E+06,
1,R1_A13.11,11,12671,1,142.18,258.95,20.818,600.21,7.61E+06,1239.3,1.57E+07,251.72,3.19E+06,562.02,7.12E+06,579.19,7.34E+06,
1,R1_A13.11,12,9576,1,209.51,188.56,23.402,556.89,5.33E+06,1462.4,1.40E+07,232.01,2.22E+06,646.86,6.19E+06,379.96,3.64E+06,
