Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R2_Q11.03,1,11773,2,252.93,212.17,7.0257,1311.4,1.54E+07,1402.3,1.65E+07,250.03,2.94E+06,264.63,3.12E+06,906.13,1.07E+07,
1,R2_Q11.03,2,6933,2,289.57,259.05,7.9257,1747.8,1.21E+07,1439.4,9.98E+06,318.85,2.21E+06,336.76,2.33E+06,689.65,4.78E+06,
1,R2_Q11.03,3,7787,2,218.38,269.08,8.2617,1533.8,1.19E+07,1425.7,1.11E+07,267.61,2.08E+06,281.9,2.20E+06,561.94,4.38E+06,
1,R2_Q11.03,4,7777,2,211.95,310.12,14.48,1753.6,1.36E+07,1495.7,1.16E+07,281.82,2.19E+06,84.802,6.60E+05,1055.5,8.21E+06,
1,R2_Q11.03,5,3972,4,230.59,230.01,16.348,1805.6,7.17E+06,1213.5,4.82E+06,639.24,2.54E+06,372.64,1.48E+06,828.25,3.29E+06,div
1,R2_Q11.03,6,13885,4,245.68,301.89,17.055,1262.2,1.75E+07,1383.2,1.92E+07,354.73,4.93E+06,551.5,7.66E+06,925.64,1.29E+07,
1,R2_Q11.03,7,9011,2,188.13,206.88,18.609,1517.9,1.37E+07,1558.6,1.40E+07,351.37,3.17E+06,221.76,2.00E+06,908.76,8.19E+06,
1,R2_Q11.03,8,7311,2,307.33,233.65,19.814,1102.3,8.06E+06,1321.8,9.66E+06,175.23,1.28E+06,292.53,2.14E+06,675.34,4.94E+06,
1,R2_Q11.03,9,12968,4,195.29,256.83,21.603,1391.6,1.80E+07,1582.2,2.05E+07,472.97,6.13E+06,376.19,4.88E+06,980.38,1.27E+07,
1,R2_Q11.03,10,3855,2,275.57,186.48,22.344,1541.9,5.94E+06,1335.7,5.15E+06,535.88,2.07E+06,255.32,9.84E+05,610.77,2.35E+06,
1,R2_Q11.03,11,9677,2,257.33,155.75,22.678,1134.4,1.10E+07,1568.6,1.52E+07,216.3,2.09E+06,429.05,4.15E+06,718.41,6.95E+06,
1,R2_Q11.03,12,6055,2,307.06,184.21,23.897,1434.1,8.68E+06,1496,9.06E+06,287.58,1.74E+06,323.63,1.96E+06,757.89,4.59E+06,
1,R2_Q11.03,13,4583,2,326.6,266.46,24.056,1496.1,6.86E+06,1537.3,7.05E+06,190.17,8.72E+05,306.62,1.41E+06,633.11,2.90E+06,
1,R2_Q11.03,14,4156,2,303.71,333.67,24.882,1844.2,7.66E+06,1389,5.77E+06,204.44,8.50E+05,286.36,1.19E+06,713.79,2.97E+06,
1,R2_Q11.03,15,13312,4,239.24,258.65,27.289,784.17,1.04E+07,1422.7,1.89E+07,320.94,4.27E+06,301,4.01E+06,493.55,6.57E+06,
1,R2_Q11.03,16,8320,2,176.26,295.11,27.816,1297.9,1.08E+07,1594.4,1.33E+07,210.96,1.76E+06,152.5,1.27E+06,786.51,6.54E+06,
1,R2_Q11.03,17,13525,4,223.47,185.61,32.093,786.63,1.06E+07,1532.3,2.07E+07,232.05,3.14E+06,360.12,4.87E+06,599.19,8.10E+06,
1,R2_Q11.03,18,8128,2,265.1,359.09,30.226,1213.5,9.86E+06,1537.4,1.25E+07,216.31,1.76E+06,105.71,8.59E+05,833.96,6.78E+06,
1,R2_Q11.03,19,15272,4,271.15,202.97,34.594,593.21,9.06E+06,1330.1,2.03E+07,241.57,3.69E+06,272.78,4.17E+06,471.93,7.21E+06,
