Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,F4_L17.13,1,14815,2,185.88,261.46,10.586,1188.4,1.76E+07,1162,1.72E+07,396.06,5.87E+06,65.388,9.69E+05,255.12,3.78E+06,
1,F4_L17.13,2,3588,2,283,215,13,870.653,,,,536.319,,61.145,,447.178,,
1,F4_L17.13,4,14503,2,223.97,318.33,15.161,995.57,1.44E+07,1272.4,1.85E+07,369.13,5.35E+06,51.494,7.47E+05,339.36,4.92E+06,
,F4_L17.13,5,,2,206,219,18,1400.074,,,,362.797,,85.401,,319.588,,
1,F4_L17.13,6,9009,2,249.49,224.34,16.805,995.06,8.96E+06,1141.6,1.03E+07,492.68,4.44E+06,81.413,7.33E+05,574.39,5.17E+06,
1,F4_L17.13,7,16885,2,327.44,238.21,16.868,673.9,1.14E+07,1302,2.20E+07,353,5.96E+06,44.373,7.49E+05,348.51,5.88E+06,
1,F4_L17.13,8,15240,2,280.67,310.61,20.579,792.81,1.21E+07,1235.3,1.88E+07,325.13,4.96E+06,43.488,6.63E+05,263.88,4.02E+06,
1,F4_L17.13,9,11943,2,339.16,186.02,18.904,644.15,7.69E+06,1235.3,1.48E+07,368.94,4.41E+06,42.105,5.03E+05,297.72,3.56E+06,
1,F4_L17.13,10,12086,2,272.64,257.82,22.174,998.1,1.21E+07,1219.1,1.47E+07,360.49,4.36E+06,49.807,6.02E+05,264.96,3.20E+06,
1,F4_L17.13,11,20036,2,129.84,225.37,22.298,943.744,,,,366.647,,,,353.781,,
1,F4_L17.13,12,10835,2,162.81,191.86,22.054,1071.6,1.16E+07,1199.9,1.30E+07,366.75,3.97E+06,75.954,8.23E+05,293.4,3.18E+06,
1,F4_L17.13,13,8765,2,300.03,175.8,24.497,546.32,4.79E+06,1079.4,9.46E+06,355.97,3.12E+06,39.195,3.44E+05,193.87,1.70E+06,
1,F4_L17.13,14,10062,2,262.73,193.46,24.8,594.16,5.98E+06,1073.1,1.08E+07,312.41,3.14E+06,48.655,4.90E+05,211.47,2.13E+06,
1,F4_L17.13,17,11242,2,361.98,257.41,26.101,582.97,6.55E+06,1148,1.29E+07,366.96,4.13E+06,62.404,7.02E+05,439.62,4.94E+06,
1,F4_L17.13,18,9929,2,303.94,281.08,27.942,858.06,8.52E+06,1297.2,1.29E+07,337.9,3.36E+06,46.387,4.61E+05,270.8,2.69E+06,
1,F4_L17.13,19,9190,2,164.9,311.77,25.24,857.67,7.88E+06,1455.9,1.34E+07,303.21,2.79E+06,120.86,1.11E+06,283.42,2.60E+06,
1,F4_L17.13,20,13559,2,252.7,351.3,27.825,573.94,7.78E+06,1234.4,1.67E+07,243.68,3.30E+06,38.578,5.23E+05,185.43,2.51E+06,
1,F4_L17.13,21,1543,1,158,246,22,827.236,,,,377.441,,1077.539,,179.367,,
1,F4_L17.13,23,12176,1,211.16,292.83,29.524,552.16,6.72E+06,1308.5,1.59E+07,351.54,4.28E+06,587.99,7.16E+06,105.78,1.29E+06,
1,F4_L17.13,24,9980,2,345.51,312.04,30.319,724.81,7.23E+06,1224.7,1.22E+07,367.23,3.67E+06,62.511,6.24E+05,394.47,3.94E+06,
1,F4_L17.13,25,8053,2,362,205.02,30.471,409,3.29E+06,1192.4,9.60E+06,270.62,2.18E+06,31.141,2.51E+05,150.27,1.21E+06,
1,F4_L17.13,27,12714,2,212.88,354.66,33.352,780.8,9.93E+06,1359.4,1.73E+07,278.28,3.54E+06,39.741,5.05E+05,184.87,2.35E+06,
1,F4_L17.13,28,8272,2,341.28,172.58,30.739,628.32,5.20E+06,1200.9,9.93E+06,362.43,3.00E+06,38.879,3.22E+05,300.85,2.49E+06,
1,F4_L17.13,29,6228,1,144.81,301.27,31.353,812.7,5.06E+06,1412.5,8.80E+06,372.2,2.32E+06,853.82,5.32E+06,148.71,9.26E+05,
1,F4_L17.13,30,249,1,183,223,27,558.589,,,,358.6,,1134.995,,138.25,,
1,F4_L17.13,31,6481,1,224.54,252.98,32.181,457.41,2.96E+06,1305.4,8.46E+06,263.56,1.71E+06,651.99,4.23E+06,117.53,7.62E+05,
1,F4_L17.13,32,8945,2,186.65,165.21,33.915,1096.6,9.81E+06,1206.4,1.08E+07,255.19,2.28E+06,54.873,4.91E+05,214.49,1.92E+06,
1,F4_L17.13,33,2152,1,147,270,27,733.275,,,,417.299,,987.436,,144.849,,
1,F4_L17.13,34,4679,2,303.04,352.2,32.499,666.29,3.12E+06,1245.8,5.83E+06,240.8,1.13E+06,29.015,1.36E+05,166.76,7.80E+05,
1,F4_L17.13,35,3889,2,255.94,379.08,34.172,672.59,2.62E+06,1447,5.63E+06,132.32,5.15E+05,39.451,1.53E+05,121.54,4.73E+05,
1,F4_L17.13,36,14750,2,389.65,228.24,35.826,413.5,6.10E+06,1153.9,1.70E+07,281.06,4.15E+06,35.929,5.30E+05,155.99,2.30E+06,
1,F4_L17.13,37,7861,1,174.4,216.21,34.533,529.11,4.16E+06,1260,9.91E+06,321.61,2.53E+06,834.34,6.56E+06,111.31,8.75E+05,
1,F4_L17.13,38,18898,2,403.91,280.33,40.152,519.05,9.81E+06,1333.6,2.52E+07,249.98,4.72E+06,39.765,7.51E+05,313.72,5.93E+06,
1,F4_L17.13,39,14146,2,182,355,38,819.357,,,,265.454,,59.705,,222.158,,
1,F4_L17.13,40,12003,1,126.28,212.32,36.071,665.6,7.99E+06,1384,1.66E+07,290.59,3.49E+06,543.13,6.52E+06,127.73,1.53E+06,
1,F4_L17.13,41,2574,1,220.51,220.58,36.817,350.26,9.02E+05,1127.7,2.90E+06,254.41,6.55E+05,654.71,1.69E+06,96.373,2.48E+05,
1,F4_L17.13,42,13451,1,209.34,310.32,40.532,430.68,5.79E+06,1284.9,1.73E+07,213.96,2.88E+06,288.37,3.88E+06,81.39,1.09E+06,div
1,F4_L17.13,43,9938,2,381.75,320.02,39.533,533.73,5.30E+06,1235.9,1.23E+07,314.91,3.13E+06,39.983,3.97E+05,239.14,2.38E+06,
1,F4_L17.13,44,12341,2,271.55,190.75,36.776,326.78,4.03E+06,887.28,1.10E+07,142.69,1.76E+06,33.646,4.15E+05,120.26,1.48E+06,
1,F4_L17.13,45,19180,1,121.83,277.46,41.045,664.16,1.27E+07,1425.4,2.73E+07,402.89,7.73E+06,893.99,1.71E+07,117.98,2.26E+06,
1,F4_L17.13,46,7013,2,317.82,171.47,40.376,308.17,2.16E+06,1156.8,8.11E+06,222.48,1.56E+06,27.528,1.93E+05,118.99,8.34E+05,
1,F4_L17.13,47,2772,1,198.48,241.59,39.039,402.89,1.12E+06,1105.8,3.07E+06,242.78,6.73E+05,492.13,1.36E+06,76.974,2.13E+05,
1,F4_L17.13,48,7418,1,217.84,185.76,42.135,450.66,3.34E+06,1333.2,9.89E+06,228.8,1.70E+06,838.04,6.22E+06,103.99,7.71E+05,
1,F4_L17.13,49,2848,1,178.84,270.62,39.816,366.22,1.04E+06,1221.3,3.48E+06,185.67,5.29E+05,384.97,1.10E+06,71.888,2.05E+05,
