Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R2_P13.08,1,14142,2,191.38,221.66,10.815,1357.7,1.92E+07,1449.2,2.05E+07,364.76,5.16E+06,218.88,3.10E+06,742.79,1.05E+07,
1,R2_P13.08,2,12891,2,275.9,279.99,9.2918,1267.8,1.63E+07,1239.1,1.60E+07,315.7,4.07E+06,180.71,2.33E+06,776.11,1.00E+07,
1,R2_P13.08,3,16733,2,285.43,196.95,11.723,1005.2,1.68E+07,1354.3,2.27E+07,266.88,4.47E+06,126.42,2.12E+06,719.17,1.20E+07,
1,R2_P13.08,4,14667,1,240.93,214.87,17.853,907.68,1.33E+07,1368.4,2.01E+07,226.74,3.33E+06,376.14,5.52E+06,680.76,9.98E+06,
1,R2_P13.08,5,13387,1,234.08,301.22,20.215,684.31,9.16E+06,1386.9,1.86E+07,253.34,3.39E+06,280.19,3.75E+06,385.87,5.17E+06,
1,R2_P13.08,6,12839,1,287.99,244.62,22.68,661.21,8.49E+06,1450.6,1.86E+07,236.79,3.04E+06,271.96,3.49E+06,407.8,5.24E+06,
1,R2_P13.08,7,15492,1,206.35,255.7,22.093,573.79,8.89E+06,1242.9,1.93E+07,156.39,2.42E+06,460.59,7.14E+06,278.4,4.31E+06,
1,R2_P13.08,8,16073,1,169.85,293.72,24.657,866.82,1.39E+07,1474.8,2.37E+07,366.59,5.89E+06,147.59,2.37E+06,670.17,1.08E+07,
1,R2_P13.08,9,15673,2,341.81,250.85,27.138,717.71,1.12E+07,1508.1,2.36E+07,211.3,3.31E+06,91.058,1.43E+06,418.33,6.56E+06,
1,R2_P13.08,10,18209,2,294.37,326.51,26.142,590.88,1.08E+07,1424.6,2.59E+07,255.6,4.65E+06,121.68,2.22E+06,486.54,8.86E+06,
1,R2_P13.08,11,12860,1,254.51,184.98,29.31,656.57,8.44E+06,1473.7,1.90E+07,252.58,3.25E+06,298.1,3.83E+06,296.79,3.82E+06,
1,R2_P13.08,12,8215,1,309.17,201.17,27.838,866.56,7.12E+06,1406.4,1.16E+07,272.54,2.24E+06,448,3.68E+06,466.99,3.84E+06,
1,R2_P13.08,13,12802,2,202.75,164.19,31.386,974.4,1.25E+07,1616.6,2.07E+07,362.26,4.64E+06,174.6,2.24E+06,525.33,6.73E+06,
1,R2_P13.08,14,17900,1,184.07,223.49,34.103,371.74,6.65E+06,1318.4,2.36E+07,113.89,2.04E+06,135.1,2.42E+06,212.97,3.81E+06,
1,R2_P13.08,15,10106,1,191.5,288.73,36.752,439.46,4.44E+06,1382.3,1.40E+07,123.11,1.24E+06,76.747,7.76E+05,261.24,2.64E+06,
1,R2_P13.08,16,18575,2,213.13,362.52,39.21,572.32,1.06E+07,1464.2,2.72E+07,250.32,4.65E+06,128.05,2.38E+06,496.76,9.23E+06,
1,R2_P13.08,17,20251,1,274.03,262.65,39.302,224.53,4.55E+06,1310.9,2.65E+07,102.35,2.07E+06,56.024,1.13E+06,127.66,2.59E+06,
1,R2_P13.08,18,21598,1,252.52,314.07,40.376,339.74,7.34E+06,1367.9,2.95E+07,109.97,2.38E+06,71.045,1.53E+06,236.31,5.10E+06,
1,R2_P13.08,19,10273,1,234.21,233.77,40.154,280.98,2.89E+06,1342.2,1.38E+07,114.69,1.18E+06,151.82,1.56E+06,173.84,1.79E+06,
1,R2_P13.08,20,11911,2,329.39,186.79,43.283,576.88,6.87E+06,1544.6,1.84E+07,122.65,1.46E+06,82.241,9.80E+05,401.08,4.78E+06,
1,R2_P13.08,21,20068,2,315.66,320.86,44.94,335.73,6.74E+06,1430.1,2.87E+07,130.1,2.61E+06,50.996,1.02E+06,227.18,4.56E+06,
1,R2_P13.08,22,13851,1,303.48,222.14,46.815,275.12,3.81E+06,1325.9,1.84E+07,90.122,1.25E+06,118.91,1.65E+06,151.53,2.10E+06,
1,R2_P13.08,23,15084,1,260.91,189.24,44.435,281.4,4.24E+06,1419.8,2.14E+07,127.16,1.92E+06,159.08,2.40E+06,174.67,2.63E+06,
1,R2_P13.08,24,20633,2,241.36,149.54,50.201,389.11,8.03E+06,1603.8,3.31E+07,101.18,2.09E+06,74.173,1.53E+06,305.84,6.31E+06,
