Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,F4_M10.02,1,8036,2,270.83,278.62,5.5876,2116.2,1.70E+07,1569.8,1.26E+07,845.66,6.80E+06,116.92,9.40E+05,784.91,6.31E+06,
1,F4_M10.02,2,11166,2,296.84,222.77,6.543,1674.1,1.87E+07,1650.9,1.84E+07,630.1,7.04E+06,124.09,1.39E+06,493.98,5.52E+06,
1,F4_M10.02,3,10595,2,215.57,284.41,6.803,1633,1.73E+07,865.25,9.17E+06,721.39,7.64E+06,155.43,1.65E+06,478.75,5.07E+06,
1,F4_M10.02,4,5489,2,261.16,196.42,11.529,2423.6,1.33E+07,1370.8,7.52E+06,1020.4,5.60E+06,133.45,7.33E+05,741.18,4.07E+06,
1,F4_M10.02,5,6359,1,208.2,236.76,11.3,1688.4,1.07E+07,685.71,4.36E+06,870.2,5.53E+06,868.13,5.52E+06,264.73,1.68E+06,
1,F4_M10.02,6,5516,1,234.89,250.85,11.439,1674.4,9.24E+06,1006.7,5.55E+06,916.92,5.06E+06,1033.5,5.70E+06,296.02,1.63E+06,
1,F4_M10.02,7,4297,1,182.25,252.77,11.251,1837.2,7.89E+06,531.31,2.28E+06,1132,4.86E+06,766.6,3.29E+06,320.21,1.38E+06,
1,F4_M10.02,8,6139,1,218.75,205.01,13.921,1630.2,1.00E+07,822.41,5.05E+06,849.15,5.21E+06,703.42,4.32E+06,259.53,1.59E+06,
1,F4_M10.02,9,10474,2,187.41,182.04,16.547,1523.1,1.60E+07,772.34,8.09E+06,629.78,6.60E+06,116.51,1.22E+06,588.63,6.17E+06,
1,F4_M10.02,10,7886,2,186.13,314.61,12.519,1738.6,1.37E+07,713.74,5.63E+06,692.23,5.46E+06,177.47,1.40E+06,545.73,4.30E+06,
1,F4_M10.02,11,4741,2,253.16,324.84,15.312,2696.8,1.28E+07,1529.6,7.25E+06,952.22,4.51E+06,254.14,1.20E+06,773.54,3.67E+06,
1,F4_M10.02,12,5759,1,241.23,232.35,16.459,1333.5,7.68E+06,1160.5,6.68E+06,750.33,4.32E+06,804.23,4.63E+06,268.16,1.54E+06,
1,F4_M10.02,13,5137,1,231.26,284.94,16.683,1318.5,6.77E+06,1031.7,5.30E+06,669.07,3.44E+06,1204.2,6.19E+06,220.14,1.13E+06,
1,F4_M10.02,14,3757,1,202.4,291.18,15.992,1523.4,5.72E+06,712.37,2.68E+06,925.62,3.48E+06,775.62,2.91E+06,303.32,1.14E+06,
1,F4_M10.02,15,7230,2,267.32,159.02,19.073,1794.6,1.30E+07,1483.9,1.07E+07,626.1,4.53E+06,269.1,1.95E+06,433.82,3.14E+06,
1,F4_M10.02,16,4171,1,232.13,184.82,18.467,1610.9,6.72E+06,1202.1,5.01E+06,899.4,3.75E+06,1179.1,4.92E+06,233.94,9.76E+05,
1,F4_M10.02,17,5256,1,164.11,242.67,19.166,1293,6.80E+06,529.97,2.79E+06,811.76,4.27E+06,525.29,2.76E+06,254.99,1.34E+06,
1,F4_M10.02,18,11243,2,386.45,308.15,20.428,2261.8,2.54E+07,1583,1.78E+07,664.91,7.48E+06,123.32,1.39E+06,663.32,7.46E+06,
1,F4_M10.02,19,4036,1,186.54,213.03,19.467,1245.1,5.03E+06,507.5,2.05E+06,833.29,3.36E+06,584.43,2.36E+06,239.47,9.67E+05,
1,F4_M10.02,20,8827,2,306.07,366.39,22.157,2508.1,2.21E+07,1650.8,1.46E+07,615.97,5.44E+06,86.767,7.66E+05,574.84,5.07E+06,
1,F4_M10.02,21,9053,2,136.93,248.21,25.738,1373.5,1.24E+07,865.13,7.83E+06,509.96,4.62E+06,108.49,9.82E+05,507.08,4.59E+06,
1,F4_M10.02,22,8602,1,172.35,316.09,25.723,1152.1,9.91E+06,675.86,5.81E+06,505.08,4.34E+06,420.24,3.61E+06,191.08,1.64E+06,
1,F4_M10.02,23,6853,2,219.72,352.93,23.993,2161.6,1.48E+07,1519.5,1.04E+07,581.46,3.98E+06,144.09,9.87E+05,455.77,3.12E+06,
1,F4_M10.02,24,5247,1,186.49,265.04,24.91,755.63,3.96E+06,542.38,2.85E+06,431.11,2.26E+06,559.42,2.94E+06,164.91,8.65E+05,
1,F4_M10.02,25,4676,1,148.73,283.3,28.368,993.23,4.64E+06,726.52,3.40E+06,485.63,2.27E+06,497.59,2.33E+06,167.92,7.85E+05,
1,F4_M10.02,26,3579,1,207.67,320.16,23.94,998.36,3.57E+06,1016.4,3.64E+06,460.02,1.65E+06,395.69,1.42E+06,162.46,5.81E+05,
1,F4_M10.02,27,2714,1,201.81,287.72,25.097,634.05,1.72E+06,616.64,1.67E+06,385.73,1.05E+06,247.19,6.71E+05,268.4,7.28E+05,
1,F4_M10.02,28,6789,1,195.17,170.1,28.943,955.32,6.49E+06,724.76,4.92E+06,489.32,3.32E+06,600.46,4.08E+06,174.31,1.18E+06,
1,F4_M10.02,29,4722,1,205.44,208.99,27.773,569.49,2.69E+06,719.73,3.40E+06,353.08,1.67E+06,484.62,2.29E+06,144.67,6.83E+05,
1,F4_M10.02,30,6455,2,223.45,144.93,31.773,1396.3,9.01E+06,1184.5,7.65E+06,453.54,2.93E+06,78.061,5.04E+05,436.93,2.82E+06,
1,F4_M10.02,32,2514,1,214.35,243.13,27.31,340.11,8.55E+05,653.4,1.64E+06,253.57,6.37E+05,186.94,4.70E+05,202.26,5.08E+05,
1,F4_M10.02,33,8138,1,152.37,207.98,33.655,697.81,5.68E+06,817.51,6.65E+06,328.91,2.68E+06,261.95,2.13E+06,126.99,1.03E+06,
1,F4_M10.02,34,3985,1,176.95,237.14,30.288,486.61,1.94E+06,502.54,2.00E+06,316.65,1.26E+06,303.9,1.21E+06,121.84,4.86E+05,
