Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,R1_M08.02,1,9904,1,195.69,270.51,7.5423,1165,1.15E+07,1449.8,1.44E+07,441.79,4.38E+06,2305.2,2.28E+07,703.44,6.97E+06,
1,R1_M08.02,2,11814,2,297.25,246.74,9.4407,1009.9,1.19E+07,1712.3,2.02E+07,584.09,6.90E+06,257.24,3.04E+06,955.34,1.13E+07,
1,R1_M08.02,3,7413,1,231.16,247.79,8.881,1177.6,8.73E+06,1418.5,1.05E+07,391.35,2.90E+06,1881.8,1.40E+07,653.63,4.85E+06,
1,R1_M08.02,4,4058,2,307.48,303.76,10.872,2219.2,9.01E+06,1647,6.68E+06,469.09,1.90E+06,64.326,2.61E+05,646.99,2.63E+06,
1,R1_M08.02,5,11232,2,264.58,209.63,10.738,1532.4,1.72E+07,1541.2,1.73E+07,512.46,5.76E+06,117.06,1.31E+06,1049.5,1.18E+07,
1,R1_M08.02,6,9064,2,258.99,305.36,11.031,1198.2,1.09E+07,1353.7,1.23E+07,614.78,5.57E+06,340.88,3.09E+06,1109.4,1.01E+07,
1,R1_M08.02,7,6148,1,194.69,303.9,10.207,1287.7,7.92E+06,1374.8,8.45E+06,461.64,2.84E+06,1598,9.82E+06,562.82,3.46E+06,
1,R1_M08.02,8,13018,3,209.42,334.27,12.909,1131.3,1.47E+07,1422.3,1.85E+07,437.02,5.69E+06,280,3.65E+06,1244.4,1.62E+07,
1,R1_M08.02,9,13396,2,176.55,210.83,11.182,1307.2,1.75E+07,1489.8,2.00E+07,545.59,7.31E+06,239.31,3.21E+06,1015.5,1.36E+07,
1,R1_M08.02,10,8594,3,258.92,260.21,16.86,1223.1,1.05E+07,1370.8,1.18E+07,702.09,6.03E+06,273.89,2.35E+06,1951.7,1.68E+07,
1,R1_M08.02,11,9881,3,232.2,216.36,17.598,1101.4,1.09E+07,1419.1,1.40E+07,569.31,5.63E+06,205.84,2.03E+06,1310.7,1.30E+07,
1,R1_M08.02,12,9768,1,157.57,251.72,18.584,897.44,8.77E+06,1471.1,1.44E+07,329.29,3.22E+06,1364.6,1.33E+07,473.93,4.63E+06,
1,R1_M08.02,13,7104,2,280.7,341.42,18.014,783.46,5.57E+06,1396.8,9.92E+06,351.5,2.50E+06,94.232,6.69E+05,705.6,5.01E+06,
1,R1_M08.02,14,7710,1,208.08,278.11,17.98,917.21,7.07E+06,1273.7,9.82E+06,315.48,2.43E+06,962.78,7.42E+06,354,2.73E+06,
1,R1_M08.02,15,8690,2,244.39,161.75,21.363,1437,1.25E+07,1599.8,1.39E+07,399.86,3.47E+06,112.9,9.81E+05,1112.3,9.67E+06,
