Inlier/Outlier, Embryo Id, Cell ID, Size, TE/ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
1,F4_K14.03,1,18105,2,254,229,7,1527.412,,,,583.352,,131.686,,1860.571,,
1,F4_K14.03,2,23548,2,191.69,261.83,9.5591,1094.6,2.58E+07,1489.4,3.51E+07,359.87,8.47E+06,140.76,3.31E+06,932.59,2.20E+07,
1,F4_K14.03,3,19027,2,311.34,315,9.0267,883.2,1.68E+07,1717.6,3.27E+07,374.24,7.12E+06,98.835,1.88E+06,812.64,1.55E+07,
1,F4_K14.03,4,15486,2,250.59,326.67,9.6388,1284,1.99E+07,1745.1,2.70E+07,431.99,6.69E+06,113.06,1.75E+06,1278,1.98E+07,
1,F4_K14.03,5,12446,2,205.75,316.02,16.062,1801.1,2.24E+07,1542.2,1.92E+07,425.98,5.30E+06,165.26,2.06E+06,1060.4,1.32E+07,
1,F4_K14.03,6,15126,2,376.76,283.93,18.83,1089.7,1.65E+07,1626.1,2.46E+07,311.42,4.71E+06,63.92,9.67E+05,585.54,8.86E+06,
1,F4_K14.03,7,12211,2,252.36,153.99,20.218,1316.4,1.61E+07,1743,2.13E+07,357.12,4.36E+06,72.368,8.84E+05,912.51,1.11E+07,
1,F4_K14.03,8,13789,3,160.09,250.62,21.124,1566.9,2.16E+07,1525.6,2.10E+07,1538.4,2.12E+07,230.6,3.18E+06,2464.9,3.40E+07,
1,F4_K14.03,9,15551,1,198.29,195.23,22.642,1147.7,1.78E+07,1559.6,2.43E+07,508.87,7.91E+06,2024.2,3.15E+07,562.05,8.74E+06,
1,F4_K14.03,10,9226,1,191.24,284.38,23.155,1112.5,1.03E+07,1381.6,1.27E+07,368.51,3.40E+06,2031.4,1.87E+07,281.09,2.59E+06,
1,F4_K14.03,11,11114,4,156.54,303.25,25.048,1332,1.48E+07,1468.8,1.63E+07,507.83,5.64E+06,1240.5,1.38E+07,929.48,1.03E+07,
1,F4_K14.03,12,8852,2,205.67,152.63,27.695,1421.8,1.26E+07,1530.2,1.35E+07,456.77,4.04E+06,160.89,1.42E+06,1241.9,1.10E+07,
1,F4_K14.03,13,15782,2,148.98,183.72,28.279,1291.4,2.04E+07,1501.7,2.37E+07,346.6,5.47E+06,106.76,1.68E+06,899.87,1.42E+07,
1,F4_K14.03,14,12606,4,202.01,243.21,27.554,809.76,1.02E+07,1322.7,1.67E+07,551.29,6.95E+06,633.37,7.98E+06,930.93,1.17E+07,
1,F4_K14.03,15,13891,2,118.01,273.41,28.587,1679.1,2.33E+07,1592.6,2.21E+07,392.3,5.45E+06,143.72,2.00E+06,829.74,1.15E+07,
1,F4_K14.03,16,7471,2,294.63,394.59,28.646,2512.4,1.88E+07,1635,1.22E+07,222.06,1.66E+06,68.788,5.14E+05,498.23,3.72E+06,div
1,F4_K14.03,17,20844,2,390.43,175.67,33.774,660.8,1.38E+07,1586.8,3.31E+07,254.95,5.31E+06,300.55,6.26E+06,557.81,1.16E+07,
1,F4_K14.03,18,15197,2,129.48,334.14,32.568,1465.4,2.23E+07,1700.5,2.58E+07,374.98,5.70E+06,198.29,3.01E+06,906.35,1.38E+07,
1,F4_K14.03,19,13893,2,377.34,343.32,32.228,984.74,1.37E+07,1540.6,2.14E+07,319.29,4.44E+06,67.093,9.32E+05,609.31,8.47E+06,
1,F4_K14.03,20,10863,2,202.34,375.18,30.764,1596.3,1.73E+07,1617.4,1.76E+07,374.04,4.06E+06,79.063,8.59E+05,740.76,8.05E+06,
1,F4_K14.03,21,9284,4,199.39,328.9,28.745,1042.6,9.68E+06,1523,1.41E+07,504.63,4.69E+06,1140.7,1.06E+07,1188.6,1.10E+07,
1,F4_K14.03,22,10001,1,167.71,337.31,36.113,1032.5,1.03E+07,1577.5,1.58E+07,410.55,4.11E+06,953.37,9.53E+06,295.39,2.95E+06,
1,F4_K14.03,23,14347,3,152.08,215.18,36.843,853.01,1.22E+07,1469.2,2.11E+07,717.19,1.03E+07,248.73,3.57E+06,1351.6,1.94E+07,
1,F4_K14.03,24,13929,2,319.41,114.89,40.189,960.41,1.34E+07,1631.6,2.27E+07,314.18,4.38E+06,328.69,4.58E+06,623.93,8.69E+06,
1,F4_K14.03,25,12105,2,227.99,120.69,40.984,891.87,1.08E+07,1754,2.12E+07,203.76,2.47E+06,51.41,6.22E+05,536.08,6.49E+06,
1,F4_K14.03,26,13448,1,188.9,181.77,39.925,869.94,1.17E+07,1445.8,1.94E+07,272.85,3.67E+06,861.79,1.16E+07,388.02,5.22E+06,
1,F4_K14.03,27,13031,1,177.25,252.99,40.921,537.98,7.01E+06,1466.7,1.91E+07,302.77,3.95E+06,582.46,7.59E+06,207.59,2.71E+06,
1,F4_K14.03,28,12540,3,169.11,296.7,41.121,656.76,8.24E+06,1380.9,1.73E+07,449.76,5.64E+06,194.55,2.44E+06,884.63,1.11E+07,
1,F4_K14.03,29,7931,1,123.86,267.14,39.761,1057.1,8.38E+06,1561.1,1.24E+07,503.62,3.99E+06,1030.3,8.17E+06,347.06,2.75E+06,
1,F4_K14.03,30,12113,1,154.61,173.05,45.484,839.49,1.02E+07,1457,1.76E+07,265.47,3.22E+06,983.17,1.19E+07,292.49,3.54E+06,
1,F4_K14.03,31,11704,4,119.53,230.47,47.251,806.15,9.44E+06,1494.2,1.75E+07,511.11,5.98E+06,468,5.48E+06,730.6,8.55E+06,
1,F4_K14.03,32,12739,2,423.68,265.35,46.24,714.47,9.10E+06,1476.2,1.88E+07,215.37,2.74E+06,50.068,6.38E+05,422.14,5.38E+06,
1,F4_K14.03,33,4924,4,134.96,326.21,42.777,1096.9,5.40E+06,1552.7,7.65E+06,647.85,3.19E+06,658.8,3.24E+06,1258.4,6.20E+06,
1,F4_K14.03,34,14255,2,187.68,389.09,49.959,873.85,1.25E+07,1569.5,2.24E+07,200.64,2.86E+06,187.93,2.68E+06,402.14,5.73E+06,
