Embryo_ID,Area,Mean,Min,Max,Median,Slice,Frame,MinThr,MaxThr
122717Spry_BJ6_mov,0,NaN,65535,37,NaN,1,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,32,NaN,2,1,100,65535
122717Spry_BJ6_mov,0.23,132,111,151,134,3,1,100,65535
122717Spry_BJ6_mov,9.881,117.132,100,220,112,4,1,100,65535
122717Spry_BJ6_mov,37.224,126.634,100,284,118,5,1,100,65535
122717Spry_BJ6_mov,108.916,185.079,100,524,157,6,1,100,65535
122717Spry_BJ6_mov,214.309,228.089,100,613,216,7,1,100,65535
122717Spry_BJ6_mov,278.494,245.729,100,698,241,8,1,100,65535
122717Spry_BJ6_mov,406.328,236.989,100,689,223,9,1,100,65535
122717Spry_BJ6_mov,517.542,260.971,100,1020,237,10,1,100,65535
122717Spry_BJ6_mov,570.851,283.227,100,1215,263,11,1,100,65535
122717Spry_BJ6_mov,572.996,286.324,100,1053,266,12,1,100,65535
122717Spry_BJ6_mov,587.395,269.799,100,1004,246,13,1,100,65535
122717Spry_BJ6_mov,625.845,248.149,100,802,222,14,1,100,65535
122717Spry_BJ6_mov,629.675,224.719,100,790,196,15,1,100,65535
122717Spry_BJ6_mov,590,209.628,100,707,187,16,1,100,65535
122717Spry_BJ6_mov,514.708,200.374,100,719,173,17,1,100,65535
122717Spry_BJ6_mov,477.024,194.969,100,575,167,18,1,100,65535
122717Spry_BJ6_mov,446.923,191.231,100,751,172,19,1,100,65535
122717Spry_BJ6_mov,407.477,183.959,100,577,167,20,1,100,65535
122717Spry_BJ6_mov,353.402,171.267,100,465,156,21,1,100,65535
122717Spry_BJ6_mov,280.179,171.981,100,447,157,22,1,100,65535
122717Spry_BJ6_mov,244.64,165.414,100,384,149,23,1,100,65535
122717Spry_BJ6_mov,202.973,163.077,100,440,143,24,1,100,65535
122717Spry_BJ6_mov,156.71,154.613,100,381,138,25,1,100,65535
122717Spry_BJ6_mov,121.937,139.835,100,377,131,26,1,100,65535
122717Spry_BJ6_mov,88.006,128.385,100,293,121,27,1,100,65535
122717Spry_BJ6_mov,59.36,123.102,100,234,115,28,1,100,65535
122717Spry_BJ6_mov,52.084,124.725,100,205,119,29,1,100,65535
122717Spry_BJ6_mov,49.173,128.425,100,240,118,30,1,100,65535
122717Spry_BJ6_mov,49.02,131.705,100,238,122,31,1,100,65535
122717Spry_BJ6_mov,52.467,130.234,100,274,122,32,1,100,65535
122717Spry_BJ6_mov,46.722,127.675,100,229,122,33,1,100,65535
122717Spry_BJ6_mov,44.194,127.423,100,217,122,34,1,100,65535
122717Spry_BJ6_mov,43.429,133.15,100,330,121,35,1,100,65535
122717Spry_BJ6_mov,29.795,133.856,100,249,127,36,1,100,65535
122717Spry_BJ6_mov,16.621,129.599,101,216,119,37,1,100,65535
122717Spry_BJ6_mov,9.881,128.442,100,277,121,38,1,100,65535
122717Spry_BJ6_mov,1.762,119.174,100,141,120,39,1,100,65535
122717Spry_BJ6_mov,1.149,118,107,165,108,40,1,100,65535
122717Spry_BJ6_mov,0.536,147.143,100,205,119,41,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,77,NaN,42,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,75,NaN,43,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,94,NaN,44,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,70,NaN,45,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,86,NaN,46,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,47,NaN,47,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,72,NaN,48,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,58,NaN,49,1,100,65535
122717Spry_BJ6_mov,0,NaN,65535,75,NaN,1,2,100,65535
122717Spry_BJ6_mov,1.455,107.947,100,116,108,2,2,100,65535
122717Spry_BJ6_mov,11.183,118.253,100,223,109,3,2,100,65535
122717Spry_BJ6_mov,38.373,125.918,100,287,119,4,2,100,65535
122717Spry_BJ6_mov,135.953,170.539,100,508,147,5,2,100,65535
122717Spry_BJ6_mov,235.678,222.221,100,570,212,6,2,100,65535
122717Spry_BJ6_mov,317.327,246.475,100,711,235,7,2,100,65535
122717Spry_BJ6_mov,438.268,238.454,100,918,225,8,2,100,65535
122717Spry_BJ6_mov,552.928,257.526,100,1426,232,9,2,100,65535
122717Spry_BJ6_mov,592.221,283.98,100,1109,257,10,2,100,65535
122717Spry_BJ6_mov,625.845,293.503,100,1019,268,11,2,100,65535
122717Spry_BJ6_mov,677.316,284.718,100,1033,258,12,2,100,65535
122717Spry_BJ6_mov,714.387,264.378,100,1033,232,13,2,100,65535
122717Spry_BJ6_mov,668.508,240.799,100,780,216,14,2,100,65535
122717Spry_BJ6_mov,613.973,222.222,100,590,195,15,2,100,65535
122717Spry_BJ6_mov,571.924,207.284,100,624,177,16,2,100,65535
122717Spry_BJ6_mov,529.338,196.924,100,818,171,17,2,100,65535
122717Spry_BJ6_mov,496.249,184.908,100,572,163,18,2,100,65535
122717Spry_BJ6_mov,438.191,179.16,100,659,161,19,2,100,65535
122717Spry_BJ6_mov,361.521,176.655,100,550,154,20,2,100,65535
122717Spry_BJ6_mov,287.609,175.838,100,512,153,21,2,100,65535
122717Spry_BJ6_mov,253.754,163.801,100,469,147,22,2,100,65535
122717Spry_BJ6_mov,208.258,159.966,100,435,144,23,2,100,65535
122717Spry_BJ6_mov,159.621,143.652,100,329,132,24,2,100,65535
122717Spry_BJ6_mov,130.745,132.82,100,273,124,25,2,100,65535
122717Spry_BJ6_mov,92.908,130.059,100,296,121,26,2,100,65535
122717Spry_BJ6_mov,78.202,129.194,100,250,123,27,2,100,65535
122717Spry_BJ6_mov,72.764,134.168,100,274,125,28,2,100,65535
122717Spry_BJ6_mov,67.862,136.005,100,325,125,29,2,100,65535
122717Spry_BJ6_mov,50.935,136.424,100,320,128,30,2,100,65535
122717Spry_BJ6_mov,55.224,135.936,100,274,131,31,2,100,65535
122717Spry_BJ6_mov,43.429,133.554,100,263,127,32,2,100,65535
