Embryo_ID,Area,Mean,Min,Max,Median,Slice,Frame,MinThr,MaxThr
020617Spry_AC5_mov,0,NaN,65535,11,NaN,1,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,15,NaN,2,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,3,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,4,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,5,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,16,NaN,6,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,7,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,23,NaN,8,1,25,65535
020617Spry_AC5_mov,1.149,29.867,25,46,28,9,1,25,65535
020617Spry_AC5_mov,29.795,40.368,25,101,36,10,1,25,65535
020617Spry_AC5_mov,132.124,71.121,25,471,46,11,1,25,65535
020617Spry_AC5_mov,247.091,107.334,25,708,56,12,1,25,65535
020617Spry_AC5_mov,318.169,128.401,25,610,93,13,1,25,65535
020617Spry_AC5_mov,433.749,126.98,25,553,97,14,1,25,65535
020617Spry_AC5_mov,544.503,120.791,25,576,97,15,1,25,65535
020617Spry_AC5_mov,642.849,111.975,25,663,85,16,1,25,65535
020617Spry_AC5_mov,668.584,97.324,25,537,71,17,1,25,65535
020617Spry_AC5_mov,674.482,85.206,25,430,65,18,1,25,65535
020617Spry_AC5_mov,649.206,82.808,25,435,64,19,1,25,65535
020617Spry_AC5_mov,629.981,80.92,25,387,63,20,1,25,65535
020617Spry_AC5_mov,591.914,76.323,25,375,59,21,1,25,65535
020617Spry_AC5_mov,551.396,72.734,25,292,62,22,1,25,65535
020617Spry_AC5_mov,505.747,68.757,25,274,57,23,1,25,65535
020617Spry_AC5_mov,453.74,66.424,25,297,56,24,1,25,65535
020617Spry_AC5_mov,422.107,60.886,25,327,49,25,1,25,65535
020617Spry_AC5_mov,369.41,55.077,25,210,47,26,1,25,65535
020617Spry_AC5_mov,331.803,47.603,25,169,42,27,1,25,65535
020617Spry_AC5_mov,315.029,46.763,25,168,41,28,1,25,65535
020617Spry_AC5_mov,288.834,48.483,25,154,42,29,1,25,65535
020617Spry_AC5_mov,245.252,49.017,25,161,44,30,1,25,65535
020617Spry_AC5_mov,212.547,45.801,25,138,41,31,1,25,65535
020617Spry_AC5_mov,179.382,45.489,25,123,42,32,1,25,65535
020617Spry_AC5_mov,123.545,43.526,25,122,39,33,1,25,65535
020617Spry_AC5_mov,85.938,41.603,25,119,38,34,1,25,65535
020617Spry_AC5_mov,73.147,40.317,25,153,37,35,1,25,65535
020617Spry_AC5_mov,50.552,39.777,25,109,36,36,1,25,65535
020617Spry_AC5_mov,46.186,36.625,25,85,34,37,1,25,65535
020617Spry_AC5_mov,26.348,36.328,25,84,33,38,1,25,65535
020617Spry_AC5_mov,16.238,36.811,25,82,32,39,1,25,65535
020617Spry_AC5_mov,3.906,34.176,25,68,32,40,1,25,65535
020617Spry_AC5_mov,2.528,31.636,25,42,31,41,1,25,65535
020617Spry_AC5_mov,1.762,29.913,25,44,27,42,1,25,65535
020617Spry_AC5_mov,0.23,30,29,32,29,43,1,25,65535
020617Spry_AC5_mov,0.23,29,27,31,29,44,1,25,65535
020617Spry_AC5_mov,0.077,27,27,27,27,45,1,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,1,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,2,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,3,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,4,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,5,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,14,NaN,6,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,7,2,25,65535
020617Spry_AC5_mov,0.153,40,29,51,51,8,2,25,65535
020617Spry_AC5_mov,1.762,32.13,25,51,27,9,2,25,65535
020617Spry_AC5_mov,35.999,37.877,25,98,34,10,2,25,65535
020617Spry_AC5_mov,139.247,80.259,25,519,47,11,2,25,65535
020617Spry_AC5_mov,239.584,120.586,25,678,69,12,2,25,65535
020617Spry_AC5_mov,322.305,134.551,25,650,97,13,2,25,65535
020617Spry_AC5_mov,401.12,129.628,25,575,104,14,2,25,65535
020617Spry_AC5_mov,521.985,115.115,25,570,88,15,2,25,65535
020617Spry_AC5_mov,595.055,104.77,25,586,78,16,2,25,65535
020617Spry_AC5_mov,603.174,94.176,25,531,71,17,2,25,65535
020617Spry_AC5_mov,648.287,88.327,25,495,67,18,2,25,65535
020617Spry_AC5_mov,668.814,85.909,25,482,63,19,2,25,65535
020617Spry_AC5_mov,685.971,83.837,25,343,64,20,2,25,65535
020617Spry_AC5_mov,662.534,79.672,25,387,63,21,2,25,65535
020617Spry_AC5_mov,642.007,73.95,25,330,60,22,2,25,65535
020617Spry_AC5_mov,563.422,68.148,25,344,57,23,2,25,65535
020617Spry_AC5_mov,495.407,67.306,25,302,55,24,2,25,65535
020617Spry_AC5_mov,448.685,58.193,25,253,50,25,2,25,65535
020617Spry_AC5_mov,394.15,52.708,25,172,46,26,2,25,65535
020617Spry_AC5_mov,352.1,48.536,25,191,43,27,2,25,65535
020617Spry_AC5_mov,318.935,47.273,25,194,42,28,2,25,65535
020617Spry_AC5_mov,314.416,46.743,25,148,42,29,2,25,65535
020617Spry_AC5_mov,287.915,48.982,25,176,44,30,2,25,65535
020617Spry_AC5_mov,254.75,47.245,25,171,42,31,2,25,65535
020617Spry_AC5_mov,225.338,45.798,25,138,41,32,2,25,65535
020617Spry_AC5_mov,168.812,44.141,25,144,40,33,2,25,65535
020617Spry_AC5_mov,129.06,41.274,25,135,38,34,2,25,65535
020617Spry_AC5_mov,108.227,38.511,25,115,35,35,2,25,65535
020617Spry_AC5_mov,87.393,39.111,25,102,35,36,2,25,65535
020617Spry_AC5_mov,72.381,38.307,25,124,35,37,2,25,65535
020617Spry_AC5_mov,53.845,37.327,25,87,33,38,2,25,65535
020617Spry_AC5_mov,22.059,35.253,25,83,32,39,2,25,65535
020617Spry_AC5_mov,7.123,35.71,25,92,33,40,2,25,65535
020617Spry_AC5_mov,3.906,32.529,25,64,29,41,2,25,65535
020617Spry_AC5_mov,1.379,36.389,25,50,37,42,2,25,65535
020617Spry_AC5_mov,0.306,28,25,37,25,43,2,25,65535
020617Spry_AC5_mov,0.153,34.5,32,37,37,44,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,18,NaN,45,2,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,1,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,2,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,3,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,12,NaN,4,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,5,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,12,NaN,6,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,7,3,25,65535
020617Spry_AC5_mov,0.153,46,38,54,54,8,3,25,65535
020617Spry_AC5_mov,11.259,37.449,25,92,32,9,3,25,65535
020617Spry_AC5_mov,94.21,53.893,25,212,44,10,3,25,65535
020617Spry_AC5_mov,160.08,111.503,25,787,52,11,3,25,65535
020617Spry_AC5_mov,289.217,124.279,25,557,86,12,3,25,65535
020617Spry_AC5_mov,399.205,129.871,25,645,108,13,3,25,65535
020617Spry_AC5_mov,483.535,119.645,25,622,93,14,3,25,65535
020617Spry_AC5_mov,566.409,109.331,25,496,84,15,3,25,65535
020617Spry_AC5_mov,639.862,96.713,25,579,72,16,3,25,65535
020617Spry_AC5_mov,716.379,88.347,25,612,65,17,3,25,65535
020617Spry_AC5_mov,710.634,90.385,25,485,66,18,3,25,65535
020617Spry_AC5_mov,706.651,90.584,25,491,67,19,3,25,65535
020617Spry_AC5_mov,698.686,86.72,25,452,65,20,3,25,65535
020617Spry_AC5_mov,652.806,78.434,25,483,62,21,3,25,65535
020617Spry_AC5_mov,623.241,66,25,381,55,22,3,25,65535
020617Spry_AC5_mov,539.601,60.573,25,353,53,23,3,25,65535
020617Spry_AC5_mov,483.841,60.334,25,274,53,24,3,25,65535
020617Spry_AC5_mov,435.97,55.783,25,201,49,25,3,25,65535
020617Spry_AC5_mov,388.482,51.338,25,202,44,26,3,25,65535
020617Spry_AC5_mov,334.177,49.217,25,186,43,27,3,25,65535
020617Spry_AC5_mov,332.416,49.489,25,183,43,28,3,25,65535
020617Spry_AC5_mov,299.634,48.034,25,168,42,29,3,25,65535
020617Spry_AC5_mov,254.98,47.226,25,155,43,30,3,25,65535
020617Spry_AC5_mov,220.666,45.901,25,164,41,31,3,25,65535
020617Spry_AC5_mov,183.288,46.435,25,143,42,32,3,25,65535
020617Spry_AC5_mov,148.898,45.049,25,145,41,33,3,25,65535
020617Spry_AC5_mov,124.541,41.411,25,132,38,34,3,25,65535
020617Spry_AC5_mov,97.35,38.743,25,111,35,35,3,25,65535
020617Spry_AC5_mov,74.142,38.501,25,106,35,36,3,25,65535
020617Spry_AC5_mov,49.02,38.67,25,111,36,37,3,25,65535
020617Spry_AC5_mov,31.863,37.488,25,120,35,38,3,25,65535
020617Spry_AC5_mov,16.851,36.65,25,91,33,39,3,25,65535
020617Spry_AC5_mov,5.362,34.014,25,55,31,40,3,25,65535
020617Spry_AC5_mov,2.374,35.161,25,56,32,41,3,25,65535
020617Spry_AC5_mov,0.919,35.167,25,50,38,42,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,24,NaN,43,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,15,NaN,44,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,23,NaN,45,3,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,1,4,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,2,4,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,3,4,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,4,4,25,65535
020617Spry_AC5_mov,0,NaN,65535,11,NaN,5,4,25,65535
020617Spry_AC5_mov,0,NaN,65535,13,NaN,6,4,25,65535
020617Spry_AC5_mov,0,NaN,65535,17,NaN,7,4,25,65535
020617Spry_AC5_mov,0.306,30,26,36,32,8,4,25,65535
020617Spry_AC5_mov,12.715,37.602,25,77,35,9,4,25,65535
020617Spry_AC5_mov,101.41,48.643,25,217,41,10,4,25,65535
020617Spry_AC5_mov,185.816,99.154,25,590,51,11,4,25,65535
020617Spry_AC5_mov,293.659,123.826,25,615,90,12,4,25,65535
020617Spry_AC5_mov,412.226,135.961,25,789,105,13,4,25,65535
020617Spry_AC5_mov,506.589,117.25,25,516,94,14,4,25,65535
020617Spry_AC5_mov,595.897,104.668,25,488,81,15,4,25,65535
020617Spry_AC5_mov,641.47,90.248,25,530,67,16,4,25,65535
020617Spry_AC5_mov,677.852,82.226,25,720,63,17,4,25,65535
020617Spry_AC5_mov,683.75,84.018,25,523,60,18,4,25,65535
020617Spry_AC5_mov,631.513,92.396,25,402,68,19,4,25,65535
020617Spry_AC5_mov,655.181,87.977,25,401,68,20,4,25,65535
020617Spry_AC5_mov,649.743,82.662,25,413,66,21,4,25,65535
020617Spry_AC5_mov,608.382,70.198,25,414,58,22,4,25,65535
