Embryo_ID,Area,Mean,Min,Max,Median,Slice,Frame,MinThr,MaxThr
121216Spry_Y10_mov,0,NaN,65535,11,NaN,1,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,2,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,3,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,12,NaN,4,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,5,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,6,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,7,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,12,NaN,8,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,24,NaN,9,1,40,65535
121216Spry_Y10_mov,8.196,54.393,40,111,51,10,1,40,65535
121216Spry_Y10_mov,20.757,56.679,40,110,52,11,1,40,65535
121216Spry_Y10_mov,11.412,53.987,40,89,50,12,1,40,65535
121216Spry_Y10_mov,10.187,53.474,40,113,50,13,1,40,65535
121216Spry_Y10_mov,11.872,50.845,40,99,47,14,1,40,65535
121216Spry_Y10_mov,41.36,62.022,40,227,53,15,1,40,65535
121216Spry_Y10_mov,130.286,69.775,40,193,62,16,1,40,65535
121216Spry_Y10_mov,214.002,73.425,40,205,67,17,1,40,65535
121216Spry_Y10_mov,260.035,73.074,40,246,66,18,1,40,65535
121216Spry_Y10_mov,246.937,71.766,40,231,63,19,1,40,65535
121216Spry_Y10_mov,232.461,69.812,40,234,63,20,1,40,65535
121216Spry_Y10_mov,175.629,61.425,40,168,56,21,1,40,65535
121216Spry_Y10_mov,153.493,60.906,40,156,57,22,1,40,65535
121216Spry_Y10_mov,155.332,62.5,40,210,56,23,1,40,65535
121216Spry_Y10_mov,155.025,60.757,40,155,55,24,1,40,65535
121216Spry_Y10_mov,141.162,59.311,40,144,54,25,1,40,65535
121216Spry_Y10_mov,154.795,60.938,40,219,55,26,1,40,65535
121216Spry_Y10_mov,153.953,60.849,40,158,55,27,1,40,65535
121216Spry_Y10_mov,119.792,61.516,40,149,56,28,1,40,65535
121216Spry_Y10_mov,99.954,57.803,40,129,54,29,1,40,65535
121216Spry_Y10_mov,70.466,59.959,40,178,54,30,1,40,65535
121216Spry_Y10_mov,46.416,55.591,40,127,52,31,1,40,65535
121216Spry_Y10_mov,35.08,56.013,40,124,52,32,1,40,65535
121216Spry_Y10_mov,16.391,51.327,40,110,48,33,1,40,65535
121216Spry_Y10_mov,8.349,52.642,40,130,46,34,1,40,65535
121216Spry_Y10_mov,7.736,48.851,40,86,47,35,1,40,65535
121216Spry_Y10_mov,2.221,50.552,40,68,50,36,1,40,65535
121216Spry_Y10_mov,1.685,52.955,41,70,53,37,1,40,65535
121216Spry_Y10_mov,0.766,47,40,75,43,38,1,40,65535
121216Spry_Y10_mov,0.536,43.571,41,47,42,39,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,38,NaN,40,1,40,65535
121216Spry_Y10_mov,0.077,50,50,50,50,41,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,29,NaN,42,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,38,NaN,43,1,40,65535
121216Spry_Y10_mov,0.077,44,44,44,44,44,1,40,65535
121216Spry_Y10_mov,0.077,50,50,50,50,45,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,18,NaN,46,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,23,NaN,47,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,26,NaN,48,1,40,65535
121216Spry_Y10_mov,0.077,56,56,56,56,49,1,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,1,2,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,2,2,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,3,2,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,4,2,40,65535
121216Spry_Y10_mov,0,NaN,65535,12,NaN,5,2,40,65535
121216Spry_Y10_mov,0,NaN,65535,11,NaN,6,2,40,65535
121216Spry_Y10_mov,0.766,55.3,41,72,57,7,2,40,65535
121216Spry_Y10_mov,28.263,56.431,40,108,53,8,2,40,65535
121216Spry_Y10_mov,31.557,58.5,40,134,54,9,2,40,65535
121216Spry_Y10_mov,18.536,54.744,40,119,49,10,2,40,65535
121216Spry_Y10_mov,16.468,52.884,40,106,48,11,2,40,65535
121216Spry_Y10_mov,23.514,52.935,40,100,51,12,2,40,65535
121216Spry_Y10_mov,62.424,57.59,40,167,53,13,2,40,65535
121216Spry_Y10_mov,158.242,65.351,40,182,60,14,2,40,65535
121216Spry_Y10_mov,246.478,74.005,40,227,67,15,2,40,65535
121216Spry_Y10_mov,270.528,70.458,40,230,64,16,2,40,65535
121216Spry_Y10_mov,279.336,68.799,40,194,62,17,2,40,65535
121216Spry_Y10_mov,230.01,67.517,40,202,61,18,2,40,65535
121216Spry_Y10_mov,191.177,62.462,40,187,57,19,2,40,65535
121216Spry_Y10_mov,153.723,58.609,40,157,55,20,2,40,65535
121216Spry_Y10_mov,166.284,59.405,40,167,54,21,2,40,65535
121216Spry_Y10_mov,164.906,58.657,40,145,55,22,2,40,65535
121216Spry_Y10_mov,176.012,59.84,40,200,54,23,2,40,65535
121216Spry_Y10_mov,154.029,60.031,40,176,55,24,2,40,65535
121216Spry_Y10_mov,142.847,58.184,40,152,53,25,2,40,65535
121216Spry_Y10_mov,140.166,60.234,40,159,56,26,2,40,65535
121216Spry_Y10_mov,101.793,59.401,40,149,56,27,2,40,65535
121216Spry_Y10_mov,74.525,57.983,40,139,52,28,2,40,65535
121216Spry_Y10_mov,50.935,57.898,40,131,53,29,2,40,65535
121216Spry_Y10_mov,26.578,52.138,40,97,49,30,2,40,65535
121216Spry_Y10_mov,13.327,51.471,40,93,49,31,2,40,65535
121216Spry_Y10_mov,11.566,49.596,40,81,47,32,2,40,65535
121216Spry_Y10_mov,3.906,48.706,40,75,46,33,2,40,65535
121216Spry_Y10_mov,1.379,47.278,40,71,43,34,2,40,65535
