Embryo_ID,Area,Mean,Min,Max,Median,Slice,Frame,MinThr,MaxThr
122717Spry_BI8_mov,354.398,196.024,100,637,181,1,1,100,65535
122717Spry_BI8_mov,411.69,203.062,100,548,197,2,1,100,65535
122717Spry_BI8_mov,436.966,196.148,100,507,182,3,1,100,65535
122717Spry_BI8_mov,473.884,186.596,100,606,172,4,1,100,65535
122717Spry_BI8_mov,537.763,193.975,100,740,180,5,1,100,65535
122717Spry_BI8_mov,548.869,201.537,100,597,189,6,1,100,65535
122717Spry_BI8_mov,552.699,204.152,100,678,190,7,1,100,65535
122717Spry_BI8_mov,557.83,192.754,100,576,179,8,1,100,65535
122717Spry_BI8_mov,555.686,173.153,100,582,156,9,1,100,65535
122717Spry_BI8_mov,532.631,161.088,100,460,145,10,1,100,65535
122717Spry_BI8_mov,514.708,151.784,100,440,140,11,1,100,65535
122717Spry_BI8_mov,478.25,157.424,100,438,141,12,1,100,65535
122717Spry_BI8_mov,479.399,164.026,100,444,145,13,1,100,65535
122717Spry_BI8_mov,491.807,168.014,100,480,152,14,1,100,65535
122717Spry_BI8_mov,455.808,169.291,100,477,155,15,1,100,65535
122717Spry_BI8_mov,427.621,165.181,100,452,153,16,1,100,65535
122717Spry_BI8_mov,366.653,161.836,100,535,149,17,1,100,65535
122717Spry_BI8_mov,304,155.817,100,411,141,18,1,100,65535
122717Spry_BI8_mov,243.108,149.569,100,381,134,19,1,100,65535
122717Spry_BI8_mov,173.408,137.403,100,329,128,20,1,100,65535
122717Spry_BI8_mov,122.933,132.792,100,300,123,21,1,100,65535
122717Spry_BI8_mov,70.236,128.964,100,259,123,22,1,100,65535
122717Spry_BI8_mov,53.845,123.902,100,224,117,23,1,100,65535
122717Spry_BI8_mov,35.693,123.82,100,258,117,24,1,100,65535
122717Spry_BI8_mov,16.927,122.357,100,284,115,25,1,100,65535
122717Spry_BI8_mov,7.583,114.455,100,156,110,26,1,100,65535
122717Spry_BI8_mov,1.838,115.5,101,160,111,27,1,100,65535
122717Spry_BI8_mov,1.302,119.588,101,163,115,28,1,100,65535
122717Spry_BI8_mov,0.306,116.5,100,125,125,29,1,100,65535
122717Spry_BI8_mov,0.23,113,105,129,105,30,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,82,NaN,31,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,52,NaN,32,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,51,NaN,33,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,47,NaN,34,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,37,NaN,35,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,33,NaN,36,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,31,NaN,37,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,17,NaN,38,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,39,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,22,NaN,40,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,41,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,30,NaN,42,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,43,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,20,NaN,44,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,16,NaN,45,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,46,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,47,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,48,1,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,49,1,100,65535
122717Spry_BI8_mov,489.203,210.232,100,620,200,1,2,100,65535
122717Spry_BI8_mov,527.27,205.776,100,541,194,2,2,100,65535
122717Spry_BI8_mov,549.941,200.759,100,519,187,3,2,100,65535
122717Spry_BI8_mov,576.749,202.828,100,594,185,4,2,100,65535
122717Spry_BI8_mov,597.659,208.17,100,651,191,5,2,100,65535
122717Spry_BI8_mov,603.25,211.06,100,656,198,6,2,100,65535
122717Spry_BI8_mov,577.745,197.918,100,597,181,7,2,100,65535
122717Spry_BI8_mov,539.295,178.82,100,640,161,8,2,100,65535
122717Spry_BI8_mov,498.47,158.531,100,481,144,9,2,100,65535
122717Spry_BI8_mov,466.071,149.608,100,466,137,10,2,100,65535
122717Spry_BI8_mov,464.08,150.898,100,363,139,11,2,100,65535
122717Spry_BI8_mov,516.853,162.989,100,413,150,12,2,100,65535
122717Spry_BI8_mov,569.473,173.109,100,500,159,13,2,100,65535
122717Spry_BI8_mov,564.417,176.528,100,466,162,14,2,100,65535
122717Spry_BI8_mov,501.075,175.125,100,511,160,15,2,100,65535
122717Spry_BI8_mov,443.553,165.608,100,461,148,16,2,100,65535
122717Spry_BI8_mov,362.67,156.294,100,415,141,17,2,100,65535
122717Spry_BI8_mov,273.669,146.021,100,362,133,18,2,100,65535
122717Spry_BI8_mov,198.301,139.164,100,309,129,19,2,100,65535
122717Spry_BI8_mov,150.813,133.464,100,299,125,20,2,100,65535
122717Spry_BI8_mov,109.758,132.681,100,284,125,21,2,100,65535
122717Spry_BI8_mov,72.151,124.458,100,286,118,22,2,100,65535
122717Spry_BI8_mov,38.527,123.553,100,243,118,23,2,100,65535
122717Spry_BI8_mov,22.289,117.753,100,206,115,24,2,100,65535
122717Spry_BI8_mov,9.498,121.081,100,173,114,25,2,100,65535
122717Spry_BI8_mov,2.298,110.3,100,141,106,26,2,100,65535
122717Spry_BI8_mov,1.762,113.652,100,134,112,27,2,100,65535
122717Spry_BI8_mov,0.306,107.5,101,114,114,28,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,77,NaN,29,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,76,NaN,30,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,62,NaN,31,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,62,NaN,32,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,29,NaN,33,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,80,NaN,34,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,25,NaN,35,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,17,NaN,36,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,37,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,38,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,21,NaN,39,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,40,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,41,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,42,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,43,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,17,NaN,44,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,45,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,46,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,47,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,48,2,100,65535
122717Spry_BI8_mov,0,NaN,65535,25,NaN,49,2,100,65535
122717Spry_BI8_mov,491.96,211.24,100,780,198,1,3,100,65535
122717Spry_BI8_mov,542.971,206.086,100,548,190,2,3,100,65535
122717Spry_BI8_mov,616.96,207.789,100,575,193,3,3,100,65535
122717Spry_BI8_mov,641.011,212.546,100,759,193,4,3,100,65535
122717Spry_BI8_mov,647.215,217.97,100,705,202,5,3,100,65535
122717Spry_BI8_mov,643.615,213.699,100,710,198,6,3,100,65535
122717Spry_BI8_mov,583.03,200.75,100,641,182,7,3,100,65535
122717Spry_BI8_mov,545.346,175.593,100,532,160,8,3,100,65535
122717Spry_BI8_mov,509.806,154.773,100,501,139,9,3,100,65535
122717Spry_BI8_mov,486.139,154.646,100,534,139,10,3,100,65535
122717Spry_BI8_mov,557.447,163.184,100,494,150,11,3,100,65535
122717Spry_BI8_mov,615.812,175.134,100,436,159,12,3,100,65535
122717Spry_BI8_mov,621.556,179.897,100,518,167,13,3,100,65535
122717Spry_BI8_mov,574.221,178.479,100,538,163,14,3,100,65535
122717Spry_BI8_mov,512.564,173.778,100,580,154,15,3,100,65535
122717Spry_BI8_mov,402.729,168.931,100,536,150,16,3,100,65535
122717Spry_BI8_mov,316.944,159.897,100,468,143,17,3,100,65535
122717Spry_BI8_mov,245.099,148.956,100,400,136,18,3,100,65535
122717Spry_BI8_mov,169.731,138.806,100,388,125,19,3,100,65535
122717Spry_BI8_mov,149.817,135.875,100,358,123,20,3,100,65535
122717Spry_BI8_mov,110.907,133.193,100,285,126,21,3,100,65535
122717Spry_BI8_mov,88.925,130.272,100,267,123,22,3,100,65535
122717Spry_BI8_mov,39.216,123.104,100,243,113,23,3,100,65535
122717Spry_BI8_mov,18.076,121.004,100,210,115,24,3,100,65535
122717Spry_BI8_mov,6.127,113.05,100,184,110,25,3,100,65535
122717Spry_BI8_mov,2.374,112.419,100,138,106,26,3,100,65535
122717Spry_BI8_mov,0.153,100,100,100,100,27,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,91,NaN,28,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,80,NaN,29,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,75,NaN,30,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,79,NaN,31,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,49,NaN,32,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,56,NaN,33,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,29,NaN,34,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,30,NaN,35,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,36,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,37,NaN,37,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,21,NaN,38,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,19,NaN,39,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,40,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,41,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,18,NaN,42,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,29,NaN,43,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,43,NaN,44,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,45,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,26,NaN,46,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,49,NaN,47,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,48,3,100,65535
122717Spry_BI8_mov,0,NaN,65535,13,NaN,49,3,100,65535
122717Spry_BI8_mov,566.945,226.808,100,606,207,1,4,100,65535
122717Spry_BI8_mov,619.488,224.775,100,635,201,2,4,100,65535
122717Spry_BI8_mov,673.18,223.612,100,661,206,3,4,100,65535
122717Spry_BI8_mov,706.728,232.901,100,806,214,4,4,100,65535
122717Spry_BI8_mov,722.736,236.84,100,704,219,5,4,100,65535
122717Spry_BI8_mov,676.627,228.936,100,642,217,6,4,100,65535
122717Spry_BI8_mov,624.696,204.04,100,635,185,7,4,100,65535
122717Spry_BI8_mov,578.281,169.085,100,520,154,8,4,100,65535
122717Spry_BI8_mov,497.551,152.843,100,403,142,9,4,100,65535
122717Spry_BI8_mov,458.718,159.91,100,539,143,10,4,100,65535
122717Spry_BI8_mov,478.173,166.126,100,543,150,11,4,100,65535
122717Spry_BI8_mov,538.146,169.825,100,544,156,12,4,100,65535
122717Spry_BI8_mov,557.601,173.002,100,527,160,13,4,100,65535
122717Spry_BI8_mov,563.498,176.7,100,518,163,14,4,100,65535
122717Spry_BI8_mov,516.929,177.009,100,483,160,15,4,100,65535
122717Spry_BI8_mov,441.485,172.94,100,522,157,16,4,100,65535
122717Spry_BI8_mov,333.488,163.032,100,442,147,17,4,100,65535
122717Spry_BI8_mov,253.678,151.878,100,351,140,18,4,100,65535
122717Spry_BI8_mov,208.87,143.224,100,351,132,19,4,100,65535
122717Spry_BI8_mov,171.569,135.718,100,293,128,20,4,100,65535
122717Spry_BI8_mov,136.336,132.911,100,327,125,21,4,100,65535
122717Spry_BI8_mov,95.972,130.924,100,249,124,22,4,100,65535
122717Spry_BI8_mov,54.994,127.669,100,276,120,23,4,100,65535
122717Spry_BI8_mov,26.808,120.66,100,207,115,24,4,100,65535
122717Spry_BI8_mov,7.353,120.25,100,222,114,25,4,100,65535
122717Spry_BI8_mov,3.753,116.327,100,151,115,26,4,100,65535
122717Spry_BI8_mov,0.766,113.9,105,131,114,27,4,100,65535
122717Spry_BI8_mov,0.383,119,102,140,109,28,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,93,NaN,29,4,100,65535
122717Spry_BI8_mov,0.153,114,109,119,119,30,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,78,NaN,31,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,69,NaN,32,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,85,NaN,33,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,45,NaN,34,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,47,NaN,35,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,19,NaN,36,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,47,NaN,37,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,38,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,32,NaN,39,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,22,NaN,40,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,50,NaN,41,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,19,NaN,42,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,43,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,16,NaN,44,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,19,NaN,45,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,29,NaN,46,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,14,NaN,47,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,17,NaN,48,4,100,65535
122717Spry_BI8_mov,0,NaN,65535,15,NaN,49,4,100,65535
122717Spry_BI8_mov,595.438,235.967,100,748,222,1,5,100,65535
122717Spry_BI8_mov,642.926,226.101,100,637,207,2,5,100,65535
