Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,Background,Treatment,Tt_length,Tt_stage,Experimenter
20161212,20161215,121216Spry_Y,Y,121216Spry_Y9,Spry4,het,any,wt,mixed/CD1,AZD_1,14h,64_90,NS
20161212,20161215,121216Spry_Y,Y,121216Spry_Y10,Spry4,het,any,wt,mixed/CD1,AZD_1,14h,64_90,NS
20161212,20161215,121216Spry_Y,Y,121216Spry_Y11,Spry4,wt,any,wt,mixed/CD1,AZD_1,14h,64_90,NS
20161212,20161215,121216Spry_Y,Y,121216Spry_Y12,Spry4,het,any,wt,mixed/CD1,AZD_1,14h,64_90,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z6,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z8,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z9,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170130,20170207,013017Spry_Z,Z,013017Spry_Z10,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA4,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA5,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA8,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA9,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AA,AA,020317Spry_AA10,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AB,AB,020317Spry_AB1,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AB,AB,020317Spry_AB2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AB,AB,020317Spry_AB3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AB,AB,020317Spry_AB4,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170203,20170207,020317Spry_AB,AB,020317Spry_AB5,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170206,20170220,020617Spry_AC,AC,020617Spry_AC1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170206,20170220,020617Spry_AC,AC,020617Spry_AC2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170206,20170220,020617Spry_AC,AC,020617Spry_AC3,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170206,20170220,020617Spry_AC,AC,020617Spry_AC4,Spry4,het,any,wt,mixed/CD1,Control,15h,90_120,NS
20170206,20170220,020617Spry_AC,AC,020617Spry_AC5,Spry4,het,any,wt,mixed/CD1,AZD_1,15h,90_120,NS
20170206,20170220,020617Spry_AC,AC,020617Spry_AC6,Spry4,het,any,wt,mixed/CD1,AZD_1,15h,90_120,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD3,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD6,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170216,20170221,021617Spry_AD,AD,021617Spry_AD7,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE6,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE7,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE8,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE9,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE10,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE11,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE12,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170221,022017Spry_AE,AE,022017Spry_AE13,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF1,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF3,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF6,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF8,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF9,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF10,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF11,Spry4,unknown,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF12,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170220,20170302,022017Spry_AF,AF,022017Spry_AF13,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG4,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG5,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG8,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170223,20170302,022317Spry_AG,AG,022317Spry_AG9,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH1,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH8,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH9,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170225,20170302,022517Spry_AH,AH,022517Spry_AH10,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI1,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI3,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI5,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI6,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170418,20170510,041817Spry_AI,AI,041817Spry_AI8,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ1,Spry4,het,any,wt,mixed/CD1,Control,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ2,Spry4,wt,any,wt,mixed/CD1,Control,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ3,Spry4,het,any,wt,mixed/CD1,Control,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ4,Spry4,wt,any,wt,mixed/CD1,Control,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ5,Spry4,het,any,wt,mixed/CD1,Control,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ6,Spry4,wt,any,wt,mixed/CD1,Control,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ7,Spry4,wt,any,wt,mixed/CD1,AZD_1,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ8,Spry4,wt,any,wt,mixed/CD1,AZD_1,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ9,Spry4,wt,any,wt,mixed/CD1,AZD_1,42h,8cell,NS
20170421,no.image,042117Spry_AJ,AJ,042117Spry_AJ10,Spry4,het,any,wt,mixed/CD1,AZD_1,42h,8cell,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK4,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK5,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK6,Spry4,unknown,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK7,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK8,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK9,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170426,20170510,042617Spry_AK,AK,042617Spry_AK10,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL1,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL3,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL7,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170428,20170510,042817Spry_AL,AL,042817Spry_AL8,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM2,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM4,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM6,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AM,AM,050417Spry_AM7,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AN,AN,050417Spry_AN1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AN,AN,050417Spry_AN2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170504,20170511,050417Spry_AN,AN,050417Spry_AN3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO5,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO7,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO8,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AO,AO,052217Spry_AO9,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AP,AP,052217Spry_AP1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AP,AP,052217Spry_AP2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AP,AP,052217Spry_AP3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AP,AP,052217Spry_AP4,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AP,AP,052217Spry_AP5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170531,052217Spry_AP,AP,052217Spry_AP6,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170524,20170606,052417Spry_AQ,AQ,052417Spry_AQ1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170524,20170606,052417Spry_AQ,AQ,052417Spry_AQ2,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170524,20170606,052417Spry_AQ,AQ,052417Spry_AQ3,Spry4,wt,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170524,20170606,052417Spry_AQ,AQ,052417Spry_AQ4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170524,20170606,052417Spry_AQ,AQ,052417Spry_AQ5,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170524,20170606,052417Spry_AQ,AQ,052417Spry_AQ6,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR1,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR2,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR3,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR4,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR5,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR6,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR7,Spry4,het,any,wt,mixed/CD1,FGF4_1000,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR8,Spry4,het,any,wt,mixed/CD1,FGF4_1000,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR9,Spry4,het,any,wt,mixed/CD1,FGF4_1000,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR10,Spry4,het,any,wt,mixed/CD1,FGF4_1000,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR11,Spry4,het,any,wt,mixed/CD1,FGF4_1000,48h,8cell,NS
20170911,20170920,091117Spry_AR,AR,091117Spry_AR12,Spry4,het,any,wt,mixed/CD1,FGF4_1000,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS1,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS2,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS3,Spry4,het,any,wt,mixed/CD1,Control,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS4,Spry4,het,any,wt,mixed/CD1,PD03_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS5,Spry4,het,any,wt,mixed/CD1,PD03_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS6,Spry4,het,any,wt,mixed/CD1,PD03_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS7,Spry4,het,any,wt,mixed/CD1,PD03_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS8,Spry4,het,any,wt,mixed/CD1,PD03_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS9,Spry4,het,any,wt,mixed/CD1,AZD_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS10,Spry4,het,any,wt,mixed/CD1,AZD_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS11,Spry4,het,any,wt,mixed/CD1,AZD_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS12,Spry4,het,any,wt,mixed/CD1,AZD_1,48h,8cell,NS
20170911,20170920,091117Spry_AS,AS,091117Spry_AS13,Spry4,het,any,wt,mixed/CD1,AZD_1,48h,8cell,NS
20170919,20170926,091917Spry_AU,AU,091917Spry_AU1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170919,20170926,091917Spry_AU,AU,091917Spry_AU2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170919,20170926,091917Spry_AU,AU,091917Spry_AU3,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV3,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV5,Spry4,homo,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV7,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170929,20171004,092917Spry_AV,AV,092917Spry_AV8,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWa,AW,100517Spry_AW1,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWa,AW,100517Spry_AW2,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWa,AW,100517Spry_AW3,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWb,AW,100517Spry_AW4,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWb,AW,100517Spry_AW5,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWb,AW,100517Spry_AW6,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171005,20171012,100517Spry_AWb,AW,100517Spry_AW7,Spry4,het,any,wt,mixed/Swiss-Webster,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXa,AX,100617Spry_AX1,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXa,AX,100617Spry_AX2,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXa,AX,100617Spry_AX3,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXa,AX,100617Spry_AX4,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXa,AX,100617Spry_AX5,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXb,AX,100617Spry_AX6,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXb,AX,100617Spry_AX7,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXb,AX,100617Spry_AX8,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXb,AX,100617Spry_AX9,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXb,AX,100617Spry_AX10,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20171006,20171012,100617Spry_AXb,AX,100617Spry_AX11,Spry4,het,any,wt,mixed/CD1,Littermate,NA,NA,NS
20170522,20170528,R1_A,A,R1_A13.01,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170522,20170528,R1_A,A,R1_A13.04,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170522,20170528,R1_A,A,R1_A13.11,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170523,20170528,R1_B,B,R1_B09.01,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170523,20170528,R1_B,B,R1_B09.03,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170523,20170528,R1_B,B,R1_B09.04,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170523,20170528,R1_B,B,R1_B09.05,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
